year-month,ing_id,ing_name,days_below_threshold
2024-10,ing050,"Ginger Fizz 1.5L",15
2024-11,ing050,"Ginger Fizz 1.5L",14
2024-12,ing050,"Ginger Fizz 1.5L",17
2025-01,ing050,"Ginger Fizz 1.5L",19
2025-02,ing050,"Ginger Fizz 1.5L",10
2025-03,ing050,"Ginger Fizz 1.5L",15
2025-04,ing050,"Ginger Fizz 1.5L",17
2025-05,ing050,"Ginger Fizz 1.5L",10
2025-06,ing050,"Ginger Fizz 1.5L",12
2025-07,ing050,"Ginger Fizz 1.5L",13
2025-08,ing050,"Ginger Fizz 1.5L",20
2025-09,ing050,"Ginger Fizz 1.5L",11
2025-10,ing050,"Ginger Fizz 1.5L",13
2023-02,ing051,"Lime Mint Sparkle 33cl",4
2023-03,ing051,"Lime Mint Sparkle 33cl",6
2023-04,ing051,"Lime Mint Sparkle 33cl",7
2023-05,ing051,"Lime Mint Sparkle 33cl",9
2023-06,ing051,"Lime Mint Sparkle 33cl",5
2023-07,ing051,"Lime Mint Sparkle 33cl",6
2023-08,ing051,"Lime Mint Sparkle 33cl",8
2023-09,ing051,"Lime Mint Sparkle 33cl",4
2023-10,ing051,"Lime Mint Sparkle 33cl",8
2023-11,ing051,"Lime Mint Sparkle 33cl",8
2023-12,ing051,"Lime Mint Sparkle 33cl",7
2024-01,ing051,"Lime Mint Sparkle 33cl",9
2024-02,ing051,"Lime Mint Sparkle 33cl",6
2024-03,ing051,"Lime Mint Sparkle 33cl",7
2024-04,ing051,"Lime Mint Sparkle 33cl",6
2024-05,ing051,"Lime Mint Sparkle 33cl",10
2024-06,ing051,"Lime Mint Sparkle 33cl",8
2024-07,ing051,"Lime Mint Sparkle 33cl",6
2024-08,ing051,"Lime Mint Sparkle 33cl",8
2024-09,ing051,"Lime Mint Sparkle 33cl",6
2024-10,ing051,"Lime Mint Sparkle 33cl",6
2024-11,ing051,"Lime Mint Sparkle 33cl",10
2024-12,ing051,"Lime Mint Sparkle 33cl",7
2025-01,ing051,"Lime Mint Sparkle 33cl",9
2025-02,ing051,"Lime Mint Sparkle 33cl",4
2025-03,ing051,"Lime Mint Sparkle 33cl",9
2025-04,ing051,"Lime Mint Sparkle 33cl",7
2025-05,ing051,"Lime Mint Sparkle 33cl",7
2025-06,ing051,"Lime Mint Sparkle 33cl",8
2025-07,ing051,"Lime Mint Sparkle 33cl",5
2025-08,ing051,"Lime Mint Sparkle 33cl",7
2025-09,ing051,"Lime Mint Sparkle 33cl",7
2025-10,ing051,"Lime Mint Sparkle 33cl",5
2023-02,ing052,"Lime Mint Sparkle 1.5L",9
2023-03,ing052,"Lime Mint Sparkle 1.5L",12
2023-04,ing052,"Lime Mint Sparkle 1.5L",13
2023-05,ing052,"Lime Mint Sparkle 1.5L",14
2023-06,ing052,"Lime Mint Sparkle 1.5L",13
2023-07,ing052,"Lime Mint Sparkle 1.5L",19
2023-08,ing052,"Lime Mint Sparkle 1.5L",8
2023-09,ing052,"Lime Mint Sparkle 1.5L",12
2023-10,ing052,"Lime Mint Sparkle 1.5L",16
2023-11,ing052,"Lime Mint Sparkle 1.5L",11
2023-12,ing052,"Lime Mint Sparkle 1.5L",14
2024-01,ing052,"Lime Mint Sparkle 1.5L",10
2024-02,ing052,"Lime Mint Sparkle 1.5L",12
2024-03,ing052,"Lime Mint Sparkle 1.5L",16
2024-04,ing052,"Lime Mint Sparkle 1.5L",16
2024-05,ing052,"Lime Mint Sparkle 1.5L",14
2024-06,ing052,"Lime Mint Sparkle 1.5L",12
2024-07,ing052,"Lime Mint Sparkle 1.5L",15
2024-08,ing052,"Lime Mint Sparkle 1.5L",15
2024-09,ing052,"Lime Mint Sparkle 1.5L",16
2024-10,ing052,"Lime Mint Sparkle 1.5L",10
2024-11,ing052,"Lime Mint Sparkle 1.5L",15
2024-12,ing052,"Lime Mint Sparkle 1.5L",13
2025-01,ing052,"Lime Mint Sparkle 1.5L",16
2025-02,ing052,"Lime Mint Sparkle 1.5L",17
2025-03,ing052,"Lime Mint Sparkle 1.5L",15
2025-04,ing052,"Lime Mint Sparkle 1.5L",17
2025-05,ing052,"Lime Mint Sparkle 1.5L",16
2025-06,ing052,"Lime Mint Sparkle 1.5L",11
2025-07,ing052,"Lime Mint Sparkle 1.5L",13
2025-08,ing052,"Lime Mint Sparkle 1.5L",14
2025-09,ing052,"Lime Mint Sparkle 1.5L",11
2025-10,ing052,"Lime Mint Sparkle 1.5L",11
2023-02,ing053,"Berry Kombucha 33cl",3
2023-03,ing053,"Berry Kombucha 33cl",11
2023-04,ing053,"Berry Kombucha 33cl",9
2023-05,ing053,"Berry Kombucha 33cl",14
2023-06,ing053,"Berry Kombucha 33cl",8
2023-07,ing053,"Berry Kombucha 33cl",7
2023-08,ing053,"Berry Kombucha 33cl",9
2023-09,ing053,"Berry Kombucha 33cl",9
2023-10,ing053,"Berry Kombucha 33cl",12
2023-11,ing053,"Berry Kombucha 33cl",13
2023-12,ing053,"Berry Kombucha 33cl",12
2024-01,ing053,"Berry Kombucha 33cl",8
2024-02,ing053,"Berry Kombucha 33cl",10
2024-03,ing053,"Berry Kombucha 33cl",7
2024-04,ing053,"Berry Kombucha 33cl",11
2024-05,ing053,"Berry Kombucha 33cl",11
2024-06,ing053,"Berry Kombucha 33cl",15
2024-07,ing053,"Berry Kombucha 33cl",9
2024-08,ing053,"Berry Kombucha 33cl",9
2024-09,ing053,"Berry Kombucha 33cl",11
2024-10,ing053,"Berry Kombucha 33cl",15
2024-11,ing053,"Berry Kombucha 33cl",10
2024-12,ing053,"Berry Kombucha 33cl",12
2025-01,ing053,"Berry Kombucha 33cl",12
2025-02,ing053,"Berry Kombucha 33cl",10
2025-03,ing053,"Berry Kombucha 33cl",11
2025-04,ing053,"Berry Kombucha 33cl",11
2025-05,ing053,"Berry Kombucha 33cl",11
2025-06,ing053,"Berry Kombucha 33cl",11
2025-07,ing053,"Berry Kombucha 33cl",10
2025-08,ing053,"Berry Kombucha 33cl",10
2025-09,ing053,"Berry Kombucha 33cl",10
2025-10,ing053,"Berry Kombucha 33cl",10
2023-02,ing054,"Berry Kombucha 1.5L",5
2023-03,ing054,"Berry Kombucha 1.5L",17
2023-04,ing054,"Berry Kombucha 1.5L",19
2023-05,ing054,"Berry Kombucha 1.5L",16
2023-06,ing054,"Berry Kombucha 1.5L",8
2023-07,ing054,"Berry Kombucha 1.5L",11
2023-08,ing054,"Berry Kombucha 1.5L",14
2023-09,ing054,"Berry Kombucha 1.5L",17
2023-10,ing054,"Berry Kombucha 1.5L",16
2023-11,ing054,"Berry Kombucha 1.5L",13
2023-12,ing054,"Berry Kombucha 1.5L",15
2024-01,ing054,"Berry Kombucha 1.5L",16
2024-02,ing054,"Berry Kombucha 1.5L",12
2024-03,ing054,"Berry Kombucha 1.5L",12
2024-04,ing054,"Berry Kombucha 1.5L",14
2024-05,ing054,"Berry Kombucha 1.5L",12
2024-06,ing054,"Berry Kombucha 1.5L",17
2024-07,ing054,"Berry Kombucha 1.5L",17
2024-08,ing054,"Berry Kombucha 1.5L",14
2024-09,ing054,"Berry Kombucha 1.5L",15
2024-10,ing054,"Berry Kombucha 1.5L",14
2024-11,ing054,"Berry Kombucha 1.5L",18
2024-12,ing054,"Berry Kombucha 1.5L",14
2025-01,ing054,"Berry Kombucha 1.5L",17
2025-02,ing054,"Berry Kombucha 1.5L",11
2025-03,ing054,"Berry Kombucha 1.5L",22
2025-04,ing054,"Berry Kombucha 1.5L",14
2025-05,ing054,"Berry Kombucha 1.5L",17
2025-06,ing054,"Berry Kombucha 1.5L",13
2025-07,ing054,"Berry Kombucha 1.5L",13
2025-08,ing054,"Berry Kombucha 1.5L",14
2025-09,ing054,"Berry Kombucha 1.5L",21
2025-10,ing054,"Berry Kombucha 1.5L",14
