snapshot_date,ing_id,ing_name,percentage_stock_remaining,stock_utilization_rate
2024-10-03,ing018,"Smoked Salmon",-66.67,44.44
2024-10-03,ing019,"Dill Cream Cheese",78.57,7.14
2024-10-03,ing020,Capers,72.73,0.00
2024-10-03,ing021,Arugula,82.35,0.00
2024-10-03,ing022,"BBQ Brisket",72.73,9.09
2024-10-03,ing023,"Cheddar Cheese",62.50,6.25
2024-10-03,ing024,"BBQ Sauce",66.67,0.00
2024-10-03,ing025,"Tandoori Chicken",83.33,8.33
2024-10-03,ing026,"Mint Yogurt",50.00,7.14
2024-10-03,ing027,"Green Chilli",66.67,11.11
2024-10-03,ing028,"Grilled Pineapple",76.92,0.00
2024-10-03,ing029,"Pulled Pork",50.00,0.00
2024-10-03,ing030,"Truffle Fries",65.38,0.00
2024-10-03,ing031,Parmesan,100.00,0.00
2024-10-03,ing032,"Cauliflower Florets",86.36,4.55
2024-10-03,ing033,"Buffalo Sauce",80.00,0.00
2024-10-03,ing034,Ranch,92.86,0.00
2024-10-03,ing035,"Garlic Knots",90.91,3.03
2024-10-03,ing036,Kale,90.00,0.00
2024-10-03,ing037,Spinach,68.42,5.26
2024-10-03,ing038,Avocado,66.67,0.00
2024-10-03,ing039,"Mixed Seeds",88.24,0.00
2024-10-03,ing040,"Caramel Filling",75.00,6.25
2024-10-03,ing041,"Chocolate Syrup",94.44,0.00
2024-10-03,ing042,"Espresso Panna Base",84.62,0.00
2024-10-03,ing043,"Vanilla Syrup",100.00,0.00
2024-10-03,ing044,"Berry Mix",59.09,4.55
2024-10-03,ing045,"Oat Crumble",72.22,5.56
2024-10-03,ing046,"Mango Sticky Rice Mix",70.00,5.00
2024-10-03,ing047,"Cold Brew Coffee",64.00,12.00
2024-10-03,ing049,"Ginger Fizz 33cl",71.95,9.76
2024-10-03,ing050,"Ginger Fizz 1.5L",52.73,5.45
2024-10-03,ing051,"Lime Mint Sparkle 33cl",78.75,1.25
2024-10-03,ing052,"Lime Mint Sparkle 1.5L",81.48,9.26
2024-10-03,ing053,"Berry Kombucha 33cl",78.21,5.13
2024-10-03,ing054,"Berry Kombucha 1.5L",82.69,7.69
2024-10-04,ing001,"Flatbread Dough (8-pack)",31.58,15.79
2024-10-04,ing002,"Roasted Red Peppers",68.18,0.00
2024-10-04,ing003,"Goat Cheese",86.67,0.00
2024-10-04,ing004,"Black Olives",74.07,0.00
2024-10-04,ing005,"Sun-Dried Tomatoes",88.89,0.00
2024-10-04,ing006,"Spicy Chicken",83.33,16.67
2024-10-04,ing007,Jalapenos,56.00,8.00
2024-10-04,ing008,"Smoked Gouda",78.57,14.29
2024-10-04,ing009,"Chipotle Sauce",90.00,5.00
2024-10-04,ing010,"Wild Mushrooms",88.89,5.56
2024-10-04,ing011,"Truffle Oil",75.00,12.50
2024-10-04,ing012,Mozzarella,58.33,4.17
2024-10-04,ing013,"Fresh Spinach",82.35,0.00
2024-10-04,ing014,"Italian Sausage",53.85,7.69
2024-10-04,ing015,"Roasted Garlic",84.21,0.00
2024-10-04,ing016,"Red Onion",80.77,7.69
2024-10-04,ing017,"Fresh Basil",80.00,0.00
2024-10-04,ing018,"Smoked Salmon",-88.89,22.22
2024-10-04,ing019,"Dill Cream Cheese",71.43,7.14
2024-10-04,ing020,Capers,72.73,0.00
2024-10-04,ing021,Arugula,82.35,0.00
2024-10-04,ing022,"BBQ Brisket",63.64,9.09
2024-10-04,ing023,"Cheddar Cheese",56.25,6.25
2024-10-04,ing024,"BBQ Sauce",61.11,5.56
2024-10-04,ing025,"Tandoori Chicken",75.00,8.33
2024-10-04,ing026,"Mint Yogurt",85.71,7.14
2024-10-04,ing027,"Green Chilli",55.56,11.11
2024-10-04,ing028,"Grilled Pineapple",69.23,7.69
2024-10-04,ing029,"Pulled Pork",80.00,10.00
2024-10-04,ing030,"Truffle Fries",61.54,3.85
2024-10-04,ing031,Parmesan,100.00,0.00
2024-10-04,ing032,"Cauliflower Florets",86.36,0.00
2024-10-04,ing033,"Buffalo Sauce",80.00,0.00
2024-10-04,ing034,Ranch,92.86,0.00
2024-10-04,ing035,"Garlic Knots",87.88,3.03
2024-10-04,ing036,Kale,90.00,0.00
2024-10-04,ing037,Spinach,63.16,5.26
2024-10-04,ing038,Avocado,66.67,0.00
2024-10-04,ing039,"Mixed Seeds",88.24,0.00
2024-10-04,ing040,"Caramel Filling",75.00,0.00
2024-10-04,ing041,"Chocolate Syrup",94.44,0.00
2024-10-04,ing042,"Espresso Panna Base",76.92,7.69
2024-10-04,ing043,"Vanilla Syrup",100.00,0.00
2024-10-04,ing044,"Berry Mix",59.09,0.00
2024-10-04,ing045,"Oat Crumble",72.22,0.00
2024-10-04,ing047,"Cold Brew Coffee",60.00,4.00
2024-10-04,ing048,"Cold Brew Coffee 1.5L",31.25,16.67
2024-10-04,ing049,"Ginger Fizz 33cl",69.51,2.44
2024-10-04,ing051,"Lime Mint Sparkle 33cl",65.00,13.75
2024-10-04,ing052,"Lime Mint Sparkle 1.5L",70.37,11.11
2024-10-04,ing053,"Berry Kombucha 33cl",75.64,2.56
2024-10-04,ing054,"Berry Kombucha 1.5L",76.92,5.77
2024-10-05,ing001,"Flatbread Dough (8-pack)",21.05,10.53
2024-10-05,ing002,"Roasted Red Peppers",68.18,0.00
2024-10-05,ing003,"Goat Cheese",80.00,6.67
2024-10-05,ing004,"Black Olives",70.37,3.70
2024-10-05,ing005,"Sun-Dried Tomatoes",88.89,0.00
2024-10-05,ing006,"Spicy Chicken",83.33,0.00
2024-10-05,ing007,Jalapenos,52.00,4.00
2024-10-05,ing008,"Smoked Gouda",78.57,0.00
2024-10-05,ing009,"Chipotle Sauce",90.00,0.00
2024-10-05,ing010,"Wild Mushrooms",83.33,5.56
2024-10-05,ing011,"Truffle Oil",75.00,0.00
2024-10-05,ing012,Mozzarella,58.33,0.00
2024-10-05,ing013,"Fresh Spinach",82.35,0.00
2024-10-05,ing014,"Italian Sausage",84.62,7.69
2024-10-05,ing015,"Roasted Garlic",84.21,0.00
2024-10-05,ing016,"Red Onion",73.08,7.69
2024-10-05,ing017,"Fresh Basil",80.00,0.00
2024-10-05,ing018,"Smoked Salmon",-111.11,22.22
2024-10-05,ing019,"Dill Cream Cheese",64.29,7.14
2024-10-05,ing020,Capers,72.73,0.00
2024-10-05,ing021,Arugula,82.35,0.00
2024-10-05,ing022,"BBQ Brisket",45.45,18.18
2024-10-05,ing023,"Cheddar Cheese",50.00,6.25
2024-10-05,ing024,"BBQ Sauce",55.56,5.56
2024-10-05,ing025,"Tandoori Chicken",66.67,8.33
2024-10-05,ing026,"Mint Yogurt",78.57,7.14
2024-10-05,ing027,"Green Chilli",55.56,0.00
2024-10-05,ing028,"Grilled Pineapple",69.23,0.00
2024-10-05,ing029,"Pulled Pork",70.00,10.00
2024-10-05,ing032,"Cauliflower Florets",86.36,0.00
2024-10-05,ing033,"Buffalo Sauce",80.00,0.00
2024-10-05,ing034,Ranch,92.86,0.00
2024-10-05,ing036,Kale,90.00,0.00
2024-10-05,ing037,Spinach,63.16,0.00
2024-10-05,ing038,Avocado,66.67,0.00
2024-10-05,ing039,"Mixed Seeds",88.24,0.00
2024-10-05,ing040,"Caramel Filling",75.00,0.00
2024-10-05,ing041,"Chocolate Syrup",94.44,0.00
2024-10-05,ing044,"Berry Mix",59.09,0.00
2024-10-05,ing045,"Oat Crumble",72.22,0.00
2024-10-05,ing046,"Mango Sticky Rice Mix",70.00,0.00
2024-10-05,ing047,"Cold Brew Coffee",46.67,13.33
2024-10-05,ing048,"Cold Brew Coffee 1.5L",77.08,6.25
2024-10-05,ing049,"Ginger Fizz 33cl",67.07,2.44
2024-10-05,ing050,"Ginger Fizz 1.5L",83.64,10.91
2024-10-05,ing051,"Lime Mint Sparkle 33cl",58.75,6.25
2024-10-05,ing052,"Lime Mint Sparkle 1.5L",57.41,12.96
2024-10-05,ing053,"Berry Kombucha 33cl",65.38,10.26
2024-10-05,ing054,"Berry Kombucha 1.5L",71.15,5.77
2024-10-06,ing001,"Flatbread Dough (8-pack)",10.53,10.53
2024-10-06,ing002,"Roasted Red Peppers",68.18,0.00
2024-10-06,ing003,"Goat Cheese",80.00,0.00
2024-10-06,ing004,"Black Olives",70.37,0.00
2024-10-06,ing005,"Sun-Dried Tomatoes",88.89,0.00
2024-10-06,ing006,"Spicy Chicken",75.00,8.33
2024-10-06,ing007,Jalapenos,44.00,8.00
2024-10-06,ing008,"Smoked Gouda",71.43,7.14
2024-10-06,ing009,"Chipotle Sauce",85.00,5.00
2024-10-06,ing010,"Wild Mushrooms",77.78,5.56
2024-10-06,ing011,"Truffle Oil",62.50,12.50
2024-10-06,ing012,Mozzarella,54.17,4.17
2024-10-06,ing013,"Fresh Spinach",82.35,0.00
2024-10-06,ing014,"Italian Sausage",76.92,7.69
2024-10-06,ing015,"Roasted Garlic",84.21,0.00
2024-10-06,ing016,"Red Onion",69.23,3.85
2024-10-06,ing017,"Fresh Basil",80.00,0.00
2024-10-06,ing018,"Smoked Salmon",-133.33,22.22
2024-10-06,ing019,"Dill Cream Cheese",57.14,7.14
2024-10-06,ing020,Capers,72.73,0.00
2024-10-06,ing021,Arugula,82.35,0.00
2024-10-06,ing022,"BBQ Brisket",63.64,18.18
2024-10-06,ing023,"Cheddar Cheese",81.25,6.25
2024-10-06,ing024,"BBQ Sauce",50.00,5.56
2024-10-06,ing025,"Tandoori Chicken",58.33,8.33
2024-10-06,ing026,"Mint Yogurt",78.57,0.00
2024-10-06,ing027,"Green Chilli",55.56,0.00
2024-10-06,ing028,"Grilled Pineapple",61.54,7.69
2024-10-06,ing029,"Pulled Pork",50.00,20.00
2024-10-06,ing030,"Truffle Fries",57.69,3.85
2024-10-06,ing031,Parmesan,100.00,0.00
2024-10-06,ing035,"Garlic Knots",84.85,3.03
2024-10-06,ing036,Kale,90.00,0.00
2024-10-06,ing037,Spinach,63.16,0.00
2024-10-06,ing038,Avocado,66.67,0.00
2024-10-06,ing039,"Mixed Seeds",88.24,0.00
2024-10-06,ing040,"Caramel Filling",75.00,0.00
2024-10-06,ing041,"Chocolate Syrup",94.44,0.00
2024-10-06,ing042,"Espresso Panna Base",76.92,0.00
2024-10-06,ing043,"Vanilla Syrup",100.00,0.00
2024-10-06,ing044,"Berry Mix",100.00,0.00
2024-10-06,ing045,"Oat Crumble",72.22,0.00
2024-10-06,ing046,"Mango Sticky Rice Mix",70.00,0.00
2024-10-06,ing047,"Cold Brew Coffee",42.67,4.00
2024-10-06,ing048,"Cold Brew Coffee 1.5L",75.00,2.08
2024-10-06,ing049,"Ginger Fizz 33cl",65.85,1.22
2024-10-06,ing050,"Ginger Fizz 1.5L",81.82,1.82
2024-10-06,ing051,"Lime Mint Sparkle 33cl",55.00,3.75
2024-10-06,ing052,"Lime Mint Sparkle 1.5L",44.44,12.96
2024-10-06,ing053,"Berry Kombucha 33cl",58.97,6.41
2024-10-06,ing054,"Berry Kombucha 1.5L",61.54,9.62
2024-10-07,ing001,"Flatbread Dough (8-pack)",0.00,10.53
2024-10-07,ing002,"Roasted Red Peppers",68.18,0.00
2024-10-07,ing003,"Goat Cheese",73.33,6.67
2024-10-07,ing004,"Black Olives",70.37,0.00
2024-10-07,ing005,"Sun-Dried Tomatoes",88.89,0.00
2024-10-07,ing006,"Spicy Chicken",66.67,8.33
2024-10-07,ing007,Jalapenos,32.00,12.00
2024-10-07,ing008,"Smoked Gouda",64.29,7.14
2024-10-07,ing009,"Chipotle Sauce",80.00,5.00
2024-10-07,ing010,"Wild Mushrooms",72.22,5.56
2024-10-07,ing011,"Truffle Oil",50.00,12.50
2024-10-07,ing012,Mozzarella,91.67,4.17
2024-10-07,ing013,"Fresh Spinach",82.35,0.00
2024-10-07,ing014,"Italian Sausage",76.92,0.00
2024-10-07,ing015,"Roasted Garlic",84.21,0.00
2024-10-07,ing016,"Red Onion",65.38,3.85
2024-10-07,ing017,"Fresh Basil",80.00,0.00
2024-10-07,ing018,"Smoked Salmon",0.00,33.33
2024-10-07,ing019,"Dill Cream Cheese",50.00,7.14
2024-10-07,ing020,Capers,72.73,0.00
2024-10-07,ing021,Arugula,82.35,0.00
2024-10-07,ing022,"BBQ Brisket",54.55,9.09
2024-10-07,ing023,"Cheddar Cheese",81.25,0.00
2024-10-07,ing024,"BBQ Sauce",88.89,0.00
2024-10-07,ing025,"Tandoori Chicken",50.00,8.33
2024-10-07,ing026,"Mint Yogurt",78.57,0.00
2024-10-07,ing027,"Green Chilli",55.56,0.00
2024-10-07,ing028,"Grilled Pineapple",46.15,15.38
2024-10-07,ing029,"Pulled Pork",20.00,30.00
2024-10-07,ing030,"Truffle Fries",92.31,3.85
2024-10-07,ing031,Parmesan,100.00,0.00
2024-10-07,ing032,"Cauliflower Florets",81.82,4.55
2024-10-07,ing033,"Buffalo Sauce",80.00,0.00
2024-10-07,ing034,Ranch,92.86,0.00
2024-10-07,ing035,"Garlic Knots",81.82,3.03
2024-10-07,ing036,Kale,90.00,0.00
2024-10-07,ing037,Spinach,57.89,5.26
2024-10-07,ing038,Avocado,66.67,0.00
2024-10-07,ing039,"Mixed Seeds",88.24,0.00
2024-10-07,ing040,"Caramel Filling",68.75,6.25
2024-10-07,ing041,"Chocolate Syrup",94.44,0.00
2024-10-07,ing042,"Espresso Panna Base",76.92,0.00
2024-10-07,ing043,"Vanilla Syrup",100.00,0.00
2024-10-07,ing044,"Berry Mix",100.00,0.00
2024-10-07,ing045,"Oat Crumble",72.22,0.00
2024-10-07,ing046,"Mango Sticky Rice Mix",65.00,5.00
2024-10-07,ing047,"Cold Brew Coffee",34.67,8.00
2024-10-07,ing048,"Cold Brew Coffee 1.5L",70.83,4.17
2024-10-07,ing049,"Ginger Fizz 33cl",51.22,14.63
2024-10-07,ing050,"Ginger Fizz 1.5L",72.73,9.09
2024-10-07,ing051,"Lime Mint Sparkle 33cl",93.75,2.50
2024-10-07,ing052,"Lime Mint Sparkle 1.5L",35.19,9.26
2024-10-07,ing053,"Berry Kombucha 33cl",44.87,14.10
2024-10-07,ing054,"Berry Kombucha 1.5L",59.62,1.92
2024-10-08,ing001,"Flatbread Dough (8-pack)",-13.16,13.16
2024-10-08,ing002,"Roasted Red Peppers",68.18,0.00
2024-10-08,ing003,"Goat Cheese",66.67,6.67
2024-10-08,ing004,"Black Olives",70.37,0.00
2024-10-08,ing005,"Sun-Dried Tomatoes",88.89,0.00
2024-10-08,ing006,"Spicy Chicken",58.33,8.33
2024-10-08,ing007,Jalapenos,72.00,4.00
2024-10-08,ing008,"Smoked Gouda",57.14,7.14
2024-10-08,ing009,"Chipotle Sauce",80.00,0.00
2024-10-08,ing010,"Wild Mushrooms",66.67,5.56
2024-10-08,ing011,"Truffle Oil",75.00,12.50
2024-10-08,ing012,Mozzarella,87.50,4.17
2024-10-08,ing013,"Fresh Spinach",82.35,0.00
2024-10-08,ing014,"Italian Sausage",69.23,7.69
2024-10-08,ing015,"Roasted Garlic",84.21,0.00
2024-10-08,ing016,"Red Onion",61.54,3.85
2024-10-08,ing017,"Fresh Basil",80.00,0.00
2024-10-08,ing018,"Smoked Salmon",-33.33,33.33
2024-10-08,ing019,"Dill Cream Cheese",42.86,7.14
2024-10-08,ing020,Capers,72.73,0.00
2024-10-08,ing021,Arugula,82.35,0.00
2024-10-08,ing022,"BBQ Brisket",90.91,0.00
2024-10-08,ing023,"Cheddar Cheese",81.25,0.00
2024-10-08,ing024,"BBQ Sauce",88.89,0.00
2024-10-08,ing025,"Tandoori Chicken",91.67,0.00
2024-10-08,ing026,"Mint Yogurt",78.57,0.00
2024-10-08,ing027,"Green Chilli",100.00,0.00
2024-10-08,ing028,"Grilled Pineapple",38.46,7.69
2024-10-08,ing029,"Pulled Pork",10.00,10.00
2024-10-08,ing030,"Truffle Fries",92.31,0.00
2024-10-08,ing031,Parmesan,100.00,0.00
2024-10-08,ing032,"Cauliflower Florets",72.73,9.09
2024-10-08,ing033,"Buffalo Sauce",73.33,6.67
2024-10-08,ing034,Ranch,92.86,0.00
2024-10-08,ing035,"Garlic Knots",78.79,3.03
2024-10-08,ing036,Kale,90.00,0.00
2024-10-08,ing037,Spinach,52.63,5.26
2024-10-08,ing038,Avocado,66.67,0.00
2024-10-08,ing039,"Mixed Seeds",88.24,0.00
2024-10-08,ing040,"Caramel Filling",62.50,6.25
2024-10-08,ing041,"Chocolate Syrup",94.44,0.00
2024-10-08,ing042,"Espresso Panna Base",76.92,0.00
2024-10-08,ing043,"Vanilla Syrup",100.00,0.00
2024-10-08,ing044,"Berry Mix",100.00,0.00
2024-10-08,ing045,"Oat Crumble",72.22,0.00
2024-10-08,ing046,"Mango Sticky Rice Mix",60.00,5.00
2024-10-08,ing047,"Cold Brew Coffee",73.33,1.33
2024-10-08,ing048,"Cold Brew Coffee 1.5L",60.42,10.42
2024-10-08,ing049,"Ginger Fizz 33cl",42.68,8.54
2024-10-08,ing051,"Lime Mint Sparkle 33cl",88.75,5.00
2024-10-08,ing052,"Lime Mint Sparkle 1.5L",61.11,16.67
2024-10-08,ing053,"Berry Kombucha 33cl",38.46,6.41
2024-10-08,ing054,"Berry Kombucha 1.5L",48.08,11.54
2024-10-09,ing001,"Flatbread Dough (8-pack)",36.84,18.42
2024-10-09,ing002,"Roasted Red Peppers",68.18,0.00
2024-10-09,ing003,"Goat Cheese",66.67,0.00
2024-10-09,ing004,"Black Olives",70.37,0.00
2024-10-09,ing005,"Sun-Dried Tomatoes",88.89,0.00
2024-10-09,ing006,"Spicy Chicken",50.00,8.33
2024-10-09,ing007,Jalapenos,68.00,4.00
2024-10-09,ing008,"Smoked Gouda",50.00,7.14
2024-10-09,ing009,"Chipotle Sauce",75.00,5.00
2024-10-09,ing010,"Wild Mushrooms",61.11,5.56
2024-10-09,ing011,"Truffle Oil",62.50,12.50
2024-10-09,ing012,Mozzarella,83.33,4.17
2024-10-09,ing013,"Fresh Spinach",82.35,0.00
2024-10-09,ing014,"Italian Sausage",53.85,15.38
2024-10-09,ing015,"Roasted Garlic",78.95,5.26
2024-10-09,ing016,"Red Onion",53.85,7.69
2024-10-09,ing017,"Fresh Basil",70.00,10.00
2024-10-09,ing018,"Smoked Salmon",-33.33,0.00
2024-10-09,ing019,"Dill Cream Cheese",85.71,0.00
2024-10-09,ing020,Capers,72.73,0.00
2024-10-09,ing021,Arugula,82.35,0.00
2024-10-09,ing022,"BBQ Brisket",81.82,9.09
2024-10-09,ing023,"Cheddar Cheese",75.00,6.25
2024-10-09,ing024,"BBQ Sauce",88.89,0.00
2024-10-09,ing025,"Tandoori Chicken",83.33,8.33
2024-10-09,ing026,"Mint Yogurt",78.57,0.00
2024-10-09,ing027,"Green Chilli",100.00,0.00
2024-10-09,ing028,"Grilled Pineapple",76.92,0.00
2024-10-09,ing029,"Pulled Pork",60.00,0.00
2024-10-09,ing030,"Truffle Fries",88.46,3.85
2024-10-09,ing031,Parmesan,100.00,0.00
2024-10-09,ing032,"Cauliflower Florets",72.73,0.00
2024-10-09,ing033,"Buffalo Sauce",73.33,0.00
2024-10-09,ing034,Ranch,92.86,0.00
2024-10-09,ing035,"Garlic Knots",75.76,3.03
2024-10-09,ing040,"Caramel Filling",62.50,0.00
2024-10-09,ing041,"Chocolate Syrup",94.44,0.00
2024-10-09,ing042,"Espresso Panna Base",76.92,0.00
2024-10-09,ing043,"Vanilla Syrup",100.00,0.00
2024-10-09,ing044,"Berry Mix",95.45,4.55
2024-10-09,ing045,"Oat Crumble",72.22,0.00
2024-10-09,ing046,"Mango Sticky Rice Mix",55.00,5.00
2024-10-09,ing047,"Cold Brew Coffee",56.00,17.33
2024-10-09,ing048,"Cold Brew Coffee 1.5L",35.42,25.00
2024-10-09,ing049,"Ginger Fizz 33cl",36.59,6.10
2024-10-09,ing051,"Lime Mint Sparkle 33cl",86.25,2.50
2024-10-09,ing052,"Lime Mint Sparkle 1.5L",50.00,11.11
2024-10-09,ing053,"Berry Kombucha 33cl",76.92,2.56
2024-10-09,ing054,"Berry Kombucha 1.5L",32.69,15.38
2024-10-10,ing001,"Flatbread Dough (8-pack)",23.68,13.16
2024-10-10,ing002,"Roasted Red Peppers",68.18,0.00
2024-10-10,ing003,"Goat Cheese",60.00,6.67
2024-10-10,ing004,"Black Olives",70.37,0.00
2024-10-10,ing005,"Sun-Dried Tomatoes",88.89,0.00
2024-10-10,ing006,"Spicy Chicken",83.33,8.33
2024-10-10,ing007,Jalapenos,64.00,4.00
2024-10-10,ing008,"Smoked Gouda",42.86,7.14
2024-10-10,ing009,"Chipotle Sauce",75.00,0.00
2024-10-10,ing010,"Wild Mushrooms",55.56,5.56
2024-10-10,ing011,"Truffle Oil",37.50,25.00
2024-10-10,ing012,Mozzarella,79.17,4.17
2024-10-10,ing013,"Fresh Spinach",76.47,5.88
2024-10-10,ing014,"Italian Sausage",53.85,0.00
2024-10-10,ing015,"Roasted Garlic",78.95,0.00
2024-10-10,ing016,"Red Onion",53.85,0.00
2024-10-10,ing017,"Fresh Basil",70.00,0.00
2024-10-10,ing018,"Smoked Salmon",-66.67,33.33
2024-10-10,ing019,"Dill Cream Cheese",78.57,7.14
2024-10-10,ing020,Capers,72.73,0.00
2024-10-10,ing021,Arugula,82.35,0.00
2024-10-10,ing022,"BBQ Brisket",81.82,0.00
2024-10-10,ing023,"Cheddar Cheese",75.00,0.00
2024-10-10,ing024,"BBQ Sauce",88.89,0.00
2024-10-10,ing025,"Tandoori Chicken",83.33,0.00
2024-10-10,ing026,"Mint Yogurt",78.57,0.00
2024-10-10,ing027,"Green Chilli",100.00,0.00
2024-10-10,ing028,"Grilled Pineapple",76.92,0.00
2024-10-10,ing029,"Pulled Pork",50.00,10.00
2024-10-10,ing030,"Truffle Fries",84.62,3.85
2024-10-10,ing031,Parmesan,100.00,0.00
2024-10-10,ing032,"Cauliflower Florets",68.18,4.55
2024-10-10,ing033,"Buffalo Sauce",73.33,0.00
2024-10-10,ing034,Ranch,92.86,0.00
2024-10-10,ing035,"Garlic Knots",72.73,3.03
2024-10-10,ing036,Kale,90.00,0.00
2024-10-10,ing037,Spinach,89.47,5.26
2024-10-10,ing038,Avocado,66.67,0.00
2024-10-10,ing039,"Mixed Seeds",88.24,0.00
2024-10-10,ing040,"Caramel Filling",56.25,6.25
2024-10-10,ing041,"Chocolate Syrup",94.44,0.00
2024-10-10,ing042,"Espresso Panna Base",76.92,0.00
2024-10-10,ing043,"Vanilla Syrup",100.00,0.00
2024-10-10,ing044,"Berry Mix",95.45,0.00
2024-10-10,ing045,"Oat Crumble",72.22,0.00
2024-10-10,ing046,"Mango Sticky Rice Mix",55.00,0.00
2024-10-10,ing047,"Cold Brew Coffee",52.00,4.00
2024-10-10,ing048,"Cold Brew Coffee 1.5L",33.33,2.08
2024-10-10,ing049,"Ginger Fizz 33cl",75.61,9.76
2024-10-10,ing050,"Ginger Fizz 1.5L",58.18,14.55
2024-10-10,ing051,"Lime Mint Sparkle 33cl",78.75,7.50
2024-10-10,ing053,"Berry Kombucha 33cl",71.79,5.13
2024-10-11,ing001,"Flatbread Dough (8-pack)",78.95,7.89
2024-10-11,ing002,"Roasted Red Peppers",68.18,0.00
2024-10-11,ing003,"Goat Cheese",53.33,6.67
2024-10-11,ing004,"Black Olives",66.67,3.70
2024-10-11,ing005,"Sun-Dried Tomatoes",88.89,0.00
2024-10-11,ing006,"Spicy Chicken",83.33,0.00
2024-10-11,ing007,Jalapenos,64.00,0.00
2024-10-11,ing008,"Smoked Gouda",85.71,0.00
2024-10-11,ing009,"Chipotle Sauce",75.00,0.00
2024-10-11,ing011,"Truffle Oil",75.00,0.00
2024-10-11,ing014,"Italian Sausage",92.31,7.69
2024-10-11,ing015,"Roasted Garlic",78.95,0.00
2024-10-11,ing016,"Red Onion",50.00,3.85
2024-10-11,ing017,"Fresh Basil",70.00,0.00
2024-10-11,ing018,"Smoked Salmon",11.11,22.22
2024-10-11,ing019,"Dill Cream Cheese",71.43,7.14
2024-10-11,ing020,Capers,72.73,0.00
2024-10-11,ing021,Arugula,82.35,0.00
2024-10-11,ing022,"BBQ Brisket",72.73,9.09
2024-10-11,ing023,"Cheddar Cheese",68.75,6.25
2024-10-11,ing024,"BBQ Sauce",88.89,0.00
2024-10-11,ing025,"Tandoori Chicken",75.00,8.33
2024-10-11,ing026,"Mint Yogurt",78.57,0.00
2024-10-11,ing027,"Green Chilli",100.00,0.00
2024-10-11,ing030,"Truffle Fries",84.62,0.00
2024-10-11,ing031,Parmesan,100.00,0.00
2024-10-11,ing035,"Garlic Knots",72.73,0.00
2024-10-11,ing036,Kale,90.00,0.00
2024-10-11,ing037,Spinach,89.47,0.00
2024-10-11,ing038,Avocado,66.67,0.00
2024-10-11,ing039,"Mixed Seeds",88.24,0.00
2024-10-11,ing040,"Caramel Filling",93.75,0.00
2024-10-11,ing041,"Chocolate Syrup",94.44,0.00
2024-10-11,ing042,"Espresso Panna Base",76.92,0.00
2024-10-11,ing043,"Vanilla Syrup",100.00,0.00
2024-10-11,ing044,"Berry Mix",95.45,0.00
2024-10-11,ing045,"Oat Crumble",72.22,0.00
2024-10-11,ing046,"Mango Sticky Rice Mix",45.00,10.00
2024-10-11,ing048,"Cold Brew Coffee 1.5L",54.17,18.75
2024-10-11,ing050,"Ginger Fizz 1.5L",54.55,3.64
2024-10-11,ing052,"Lime Mint Sparkle 1.5L",42.59,7.41
2024-10-11,ing053,"Berry Kombucha 33cl",58.97,12.82
2024-10-11,ing054,"Berry Kombucha 1.5L",65.38,7.69
2024-10-12,ing001,"Flatbread Dough (8-pack)",63.16,15.79
2024-10-12,ing002,"Roasted Red Peppers",68.18,0.00
2024-10-12,ing003,"Goat Cheese",86.67,6.67
2024-10-12,ing004,"Black Olives",66.67,0.00
2024-10-12,ing005,"Sun-Dried Tomatoes",88.89,0.00
2024-10-12,ing006,"Spicy Chicken",75.00,8.33
2024-10-12,ing007,Jalapenos,56.00,8.00
2024-10-12,ing008,"Smoked Gouda",78.57,7.14
2024-10-12,ing009,"Chipotle Sauce",75.00,0.00
2024-10-12,ing010,"Wild Mushrooms",88.89,5.56
2024-10-12,ing011,"Truffle Oil",62.50,12.50
2024-10-12,ing012,Mozzarella,75.00,4.17
2024-10-12,ing013,"Fresh Spinach",70.59,5.88
2024-10-12,ing014,"Italian Sausage",76.92,15.38
2024-10-12,ing015,"Roasted Garlic",73.68,5.26
2024-10-12,ing016,"Red Onion",84.62,3.85
2024-10-12,ing017,"Fresh Basil",70.00,0.00
2024-10-12,ing018,"Smoked Salmon",-33.33,44.44
2024-10-12,ing019,"Dill Cream Cheese",64.29,7.14
2024-10-12,ing020,Capers,72.73,0.00
2024-10-12,ing021,Arugula,82.35,0.00
2024-10-12,ing022,"BBQ Brisket",72.73,0.00
2024-10-12,ing023,"Cheddar Cheese",68.75,0.00
2024-10-12,ing024,"BBQ Sauce",88.89,0.00
2024-10-12,ing025,"Tandoori Chicken",58.33,16.67
2024-10-12,ing026,"Mint Yogurt",71.43,7.14
2024-10-12,ing027,"Green Chilli",88.89,11.11
2024-10-12,ing028,"Grilled Pineapple",69.23,7.69
2024-10-12,ing029,"Pulled Pork",70.00,20.00
2024-10-12,ing035,"Garlic Knots",66.67,6.06
2024-10-12,ing036,Kale,90.00,0.00
2024-10-12,ing037,Spinach,84.21,5.26
2024-10-12,ing038,Avocado,66.67,0.00
2024-10-12,ing039,"Mixed Seeds",88.24,0.00
2024-10-12,ing040,"Caramel Filling",93.75,0.00
2024-10-12,ing041,"Chocolate Syrup",94.44,0.00
2024-10-12,ing044,"Berry Mix",95.45,0.00
2024-10-12,ing045,"Oat Crumble",72.22,0.00
2024-10-12,ing047,"Cold Brew Coffee",92.00,4.00
2024-10-12,ing048,"Cold Brew Coffee 1.5L",52.08,2.08
