order_date,revenue,prev_revenue,revenue_change,growth_rate
2025-07-31,3260.7700,2912.5590,348.2110,0.11955500
2025-08-01,2900.6590,3260.7700,-360.1110,-0.11043741
2025-08-02,2344.2150,2900.6590,-556.4440,-0.19183365
2025-08-03,4047.3090,2344.2150,1703.0940,0.72650930
2025-08-04,2365.1080,4047.3090,-1682.2010,-0.41563444
2025-08-05,3848.6810,2365.1080,1483.5730,0.62727495
2025-08-06,4067.6750,3848.6810,218.9940,0.05690105
2025-08-07,2979.5390,4067.6750,-1088.1360,-0.26750810
2025-08-08,3353.6750,2979.5390,374.1360,0.12556842
2025-08-09,2937.0220,3353.6750,-416.6530,-0.12423774
2025-08-10,3229.2860,2937.0220,292.2640,0.09951032
2025-08-11,2818.8890,3229.2860,-410.3970,-0.12708599
2025-08-12,3350.1050,2818.8890,531.2160,0.18844871
2025-08-13,3165.7230,3350.1050,-184.3820,-0.05503768
2025-08-14,3155.2850,3165.7230,-10.4380,-0.00329719
2025-08-15,3382.0990,3155.2850,226.8140,0.07188384
2025-08-16,4745.5840,3382.0990,1363.4850,0.40314757
2025-08-17,4604.5350,4745.5840,-141.0490,-0.02972216
2025-08-18,3629.5170,4604.5350,-975.0180,-0.21175168
2025-08-19,3858.5750,3629.5170,229.0580,0.06310977
2025-08-20,3271.2420,3858.5750,-587.3330,-0.15221500
2025-08-21,3282.9550,3271.2420,11.7130,0.00358060
2025-08-22,2684.9800,3282.9550,-597.9750,-0.18214535
2025-08-23,3125.0420,2684.9800,440.0620,0.16389768
2025-08-24,2859.2300,3125.0420,-265.8120,-0.08505870
2025-08-25,2822.5440,2859.2300,-36.6860,-0.01283073
2025-08-26,4094.1950,2822.5440,1271.6510,0.45053363
2025-08-27,4061.4190,4094.1950,-32.7760,-0.00800548
2025-08-28,3380.3480,4061.4190,-681.0710,-0.16769287
2025-08-29,3273.4180,3380.3480,-106.9300,-0.03163284
2025-08-30,2842.0940,3273.4180,-431.3240,-0.13176563
2025-08-31,2771.4930,2842.0940,-70.6010,-0.02484119
2025-09-01,2366.8760,2771.4930,-404.6170,-0.14599243
2025-09-02,2899.7240,2366.8760,532.8480,0.22512713
2025-09-03,4469.4870,2899.7240,1569.7630,0.54134911
2025-09-04,3257.4210,4469.4870,-1212.0660,-0.27118683
2025-09-05,3293.9030,3257.4210,36.4820,0.01119966
2025-09-06,3398.1980,3293.9030,104.2950,0.03166305
2025-09-07,3211.4360,3398.1980,-186.7620,-0.05495913
2025-09-08,3403.5530,3211.4360,192.1170,0.05982277
2025-09-09,3051.7890,3403.5530,-351.7640,-0.10335200
2025-09-10,2474.1630,3051.7890,-577.6260,-0.18927455
2025-09-11,2927.7060,2474.1630,453.5430,0.18331169
2025-09-12,3091.8920,2927.7060,164.1860,0.05608008
2025-09-13,3432.2150,3091.8920,340.3230,0.11006950
2025-09-14,3480.6820,3432.2150,48.4670,0.01412120
2025-09-15,3030.4540,3480.6820,-450.2280,-0.12935051
2025-09-16,4165.6630,3030.4540,1135.2090,0.37460031
2025-09-17,4019.2760,4165.6630,-146.3870,-0.03514134
2025-09-18,2764.5230,4019.2760,-1254.7530,-0.31218384
2025-09-19,3161.9490,2764.5230,397.4260,0.14375934
2025-09-20,3114.5700,3161.9490,-47.3790,-0.01498411
2025-09-21,3027.0540,3114.5700,-87.5160,-0.02809890
2025-09-22,3396.6000,3027.0540,369.5460,0.12208107
2025-09-23,3110.6260,3396.6000,-285.9740,-0.08419419
2025-09-24,3520.9550,3110.6260,410.3290,0.13191203
2025-09-25,2647.3590,3520.9550,-873.5960,-0.24811337
2025-09-26,2995.4170,2647.3590,348.0580,0.13147367
2025-09-27,3289.8230,2995.4170,294.4060,0.09828548
2025-09-28,3849.5820,3289.8230,559.7590,0.17014867
2025-09-29,3176.6540,3849.5820,-672.9280,-0.17480547
2025-09-30,2523.5310,3176.6540,-653.1230,-0.20560092
2025-10-01,4004.6390,2523.5310,1481.1080,0.58691888
2025-10-02,3986.5510,4004.6390,-18.0880,-0.00451676
2025-10-03,3025.3880,3986.5510,-961.1630,-0.24110139
2025-10-04,3032.2050,3025.3880,6.8170,0.00225326
2025-10-05,3029.5360,3032.2050,-2.6690,-0.00088022
2025-10-06,2991.6940,3029.5360,-37.8420,-0.01249102
2025-10-07,3448.7390,2991.6940,457.0450,0.15277131
2025-10-08,2483.3770,3448.7390,-965.3620,-0.27991738
2025-10-09,3424.4290,2483.3770,941.0520,0.37894045
2025-10-10,3638.6120,3424.4290,214.1830,0.06254561
2025-10-11,3643.9500,3638.6120,5.3380,0.00146704
2025-10-12,4156.9760,3643.9500,513.0260,0.14078843
2025-10-13,3233.3150,4156.9760,-923.6610,-0.22219541
2025-10-14,3004.4950,3233.3150,-228.8200,-0.07076947
2025-10-15,3408.4660,3004.4950,403.9710,0.13445554
2025-10-16,3180.0370,3408.4660,-228.4290,-0.06701812
2025-10-17,4634.9990,3180.0370,1454.9620,0.45752990
2025-10-18,3890.3990,4634.9990,-744.6000,-0.16064728
2025-10-19,2423.0100,3890.3990,-1467.3890,-0.37718213
2025-10-20,1964.3160,2423.0100,-458.6940,-0.18930751
2025-10-21,3499.5350,1964.3160,1535.2190,0.78155399
2025-10-22,2871.8610,3499.5350,-627.6740,-0.17935926
2025-10-23,2846.1740,2871.8610,-25.6870,-0.00894437
2025-10-24,3092.5720,2846.1740,246.3980,0.08657166
2025-10-25,4088.7890,3092.5720,996.2170,0.32213219
