transaction_id,ing_id,transaction_date,transaction_type,change_qty,supplier_id,previous_receipt_date,order_burst_days
txn02689,ing020,2023-10-30,PURCHASE_ORDER,4,sup002,2023-09-04,56
txn03495,ing020,2024-01-14,PURCHASE_ORDER,4,sup006,2023-11-02,73
txn04251,ing020,2024-03-25,PURCHASE_ORDER,4,sup006,2024-01-18,67
txn04479,ing020,2024-04-15,PURCHASE_ORDER,4,sup006,2024-03-29,17
txn04720,ing020,2024-05-08,PURCHASE_ORDER,4,sup002,2024-04-19,19
txn05346,ing020,2024-07-08,PURCHASE_ORDER,4,sup002,2024-05-11,58
txn06082,ing020,2024-09-20,PURCHASE_ORDER,4,sup006,2024-07-11,71
txn06365,ing020,2024-10-18,PURCHASE_ORDER,4,sup002,2024-09-24,24
txn07237,ing020,2025-01-13,PURCHASE_ORDER,4,sup002,2024-10-21,84
txn07530,ing020,2025-02-09,PURCHASE_ORDER,4,sup002,2025-01-16,24
txn07917,ing020,2025-03-17,PURCHASE_ORDER,4,sup002,2025-02-12,33
txn08224,ing020,2025-04-15,PURCHASE_ORDER,4,sup006,2025-03-20,26
txn09139,ing020,2025-07-16,PURCHASE_ORDER,4,sup002,2025-04-19,88
txn09436,ing020,2025-08-13,PURCHASE_ORDER,4,sup002,2025-07-19,25
txn10025,ing020,2025-10-07,PURCHASE_ORDER,4,sup006,2025-08-16,52
txn01074,ing021,2023-06-02,PURCHASE_ORDER,7,sup002,2023-03-31,63
txn01581,ing021,2023-07-18,PURCHASE_ORDER,7,sup007,2023-06-07,41
txn02030,ing021,2023-08-30,PURCHASE_ORDER,7,sup002,2023-07-24,37
txn03073,ing021,2023-12-06,PURCHASE_ORDER,7,sup002,2023-09-04,93
txn04097,ing021,2024-03-11,PURCHASE_ORDER,7,sup007,2023-12-11,91
txn04515,ing021,2024-04-19,PURCHASE_ORDER,7,sup002,2024-03-17,33
txn05347,ing021,2024-07-08,PURCHASE_ORDER,7,sup002,2024-04-24,75
txn06083,ing021,2024-09-20,PURCHASE_ORDER,7,sup002,2024-07-13,69
txn06843,ing021,2024-12-05,PURCHASE_ORDER,7,sup002,2024-09-25,71
txn07622,ing021,2025-02-18,PURCHASE_ORDER,7,sup002,2024-12-10,70
txn08264,ing021,2025-04-19,PURCHASE_ORDER,7,sup002,2025-02-23,55
txn09196,ing021,2025-07-21,PURCHASE_ORDER,7,sup007,2025-04-24,88
txn09469,ing021,2025-08-16,PURCHASE_ORDER,7,sup002,2025-07-27,20
txn00047,ing022,2023-02-24,PURCHASE_ORDER,4,sup004,2023-02-21,3
txn00082,ing022,2023-02-27,PURCHASE_ORDER,4,sup004,2023-02-26,1
txn00121,ing022,2023-03-03,PURCHASE_ORDER,4,sup004,2023-03-01,2
txn00155,ing022,2023-03-06,PURCHASE_ORDER,4,sup004,2023-03-05,1
txn00190,ing022,2023-03-10,PURCHASE_ORDER,4,sup004,2023-03-08,2
txn00227,ing022,2023-03-13,PURCHASE_ORDER,5,sup004,2023-03-12,1
txn00261,ing022,2023-03-17,PURCHASE_ORDER,5,sup004,2023-03-15,2
txn00282,ing022,2023-03-19,PURCHASE_ORDER,4,sup004,2023-03-15,4
txn00339,ing022,2023-03-24,PURCHASE_ORDER,5,sup004,2023-03-21,3
txn00368,ing022,2023-03-27,PURCHASE_ORDER,4,sup004,2023-03-26,1
txn00393,ing022,2023-03-29,PURCHASE_ORDER,4,sup004,2023-03-26,3
txn00414,ing022,2023-03-31,PURCHASE_ORDER,4,sup004,2023-03-29,2
txn00449,ing022,2023-04-03,PURCHASE_ORDER,4,sup004,2023-04-02,1
txn00511,ing022,2023-04-08,PURCHASE_ORDER,5,sup004,2023-04-05,3
txn00540,ing022,2023-04-11,PURCHASE_ORDER,4,sup004,2023-04-10,1
txn00569,ing022,2023-04-14,PURCHASE_ORDER,4,sup004,2023-04-13,1
txn00593,ing022,2023-04-16,PURCHASE_ORDER,4,sup004,2023-04-13,3
txn00629,ing022,2023-04-20,PURCHASE_ORDER,4,sup004,2023-04-18,2
txn00698,ing022,2023-04-26,PURCHASE_ORDER,4,sup004,2023-04-22,4
txn00732,ing022,2023-04-30,PURCHASE_ORDER,4,sup004,2023-04-28,2
txn00787,ing022,2023-05-05,PURCHASE_ORDER,4,sup004,2023-05-02,3
txn00835,ing022,2023-05-09,PURCHASE_ORDER,4,sup004,2023-05-07,2
txn00849,ing022,2023-05-11,PURCHASE_ORDER,4,sup004,2023-05-07,4
txn00879,ing022,2023-05-14,PURCHASE_ORDER,4,sup004,2023-05-13,1
txn00921,ing022,2023-05-18,PURCHASE_ORDER,4,sup004,2023-05-16,2
txn00954,ing022,2023-05-21,PURCHASE_ORDER,4,sup004,2023-05-20,1
txn00978,ing022,2023-05-24,PURCHASE_ORDER,4,sup004,2023-05-23,1
txn01030,ing022,2023-05-29,PURCHASE_ORDER,4,sup004,2023-05-26,3
txn01075,ing022,2023-06-02,PURCHASE_ORDER,4,sup004,2023-05-31,2
txn01113,ing022,2023-06-05,PURCHASE_ORDER,4,sup004,2023-06-04,1
txn01151,ing022,2023-06-09,PURCHASE_ORDER,5,sup004,2023-06-07,2
txn01199,ing022,2023-06-13,PURCHASE_ORDER,4,sup004,2023-06-11,2
txn01218,ing022,2023-06-15,PURCHASE_ORDER,4,sup004,2023-06-11,4
txn01239,ing022,2023-06-17,PURCHASE_ORDER,4,sup004,2023-06-15,2
txn01284,ing022,2023-06-21,PURCHASE_ORDER,4,sup004,2023-06-19,2
txn01315,ing022,2023-06-24,PURCHASE_ORDER,4,sup004,2023-06-23,1
txn01347,ing022,2023-06-27,PURCHASE_ORDER,4,sup004,2023-06-26,1
txn01379,ing022,2023-06-30,PURCHASE_ORDER,4,sup004,2023-06-29,1
txn01445,ing022,2023-07-07,PURCHASE_ORDER,4,sup004,2023-07-02,5
txn01498,ing022,2023-07-11,PURCHASE_ORDER,4,sup004,2023-07-09,2
txn01533,ing022,2023-07-14,PURCHASE_ORDER,4,sup004,2023-07-13,1
txn01598,ing022,2023-07-20,PURCHASE_ORDER,6,sup004,2023-07-16,4
txn01619,ing022,2023-07-22,PURCHASE_ORDER,4,sup004,2023-07-16,6
txn01664,ing022,2023-07-26,PURCHASE_ORDER,4,sup004,2023-07-24,2
txn01733,ing022,2023-08-01,PURCHASE_ORDER,4,sup004,2023-07-28,4
txn01775,ing022,2023-08-05,PURCHASE_ORDER,4,sup004,2023-08-03,2
txn01820,ing022,2023-08-09,PURCHASE_ORDER,4,sup004,2023-08-07,2
txn01846,ing022,2023-08-12,PURCHASE_ORDER,5,sup004,2023-08-11,1
txn01901,ing022,2023-08-18,PURCHASE_ORDER,4,sup004,2023-08-14,4
txn01953,ing022,2023-08-23,PURCHASE_ORDER,4,sup004,2023-08-20,3
txn01976,ing022,2023-08-25,PURCHASE_ORDER,4,sup004,2023-08-20,5
txn02038,ing022,2023-08-31,PURCHASE_ORDER,4,sup004,2023-08-27,4
txn02099,ing022,2023-09-05,PURCHASE_ORDER,4,sup004,2023-09-02,3
txn02132,ing022,2023-09-08,PURCHASE_ORDER,5,sup004,2023-09-07,1
txn02167,ing022,2023-09-11,PURCHASE_ORDER,4,sup004,2023-09-10,1
txn02227,ing022,2023-09-17,PURCHASE_ORDER,4,sup004,2023-09-13,4
txn02267,ing022,2023-09-21,PURCHASE_ORDER,5,sup004,2023-09-19,2
txn02298,ing022,2023-09-24,PURCHASE_ORDER,4,sup004,2023-09-23,1
txn02336,ing022,2023-09-28,PURCHASE_ORDER,4,sup004,2023-09-26,2
txn02396,ing022,2023-10-03,PURCHASE_ORDER,4,sup004,2023-09-30,3
txn02445,ing022,2023-10-07,PURCHASE_ORDER,4,sup004,2023-10-05,2
txn02465,ing022,2023-10-09,PURCHASE_ORDER,5,sup004,2023-10-05,4
txn02518,ing022,2023-10-14,PURCHASE_ORDER,4,sup004,2023-10-11,3
txn02549,ing022,2023-10-17,PURCHASE_ORDER,4,sup004,2023-10-16,1
txn02570,ing022,2023-10-19,PURCHASE_ORDER,5,sup004,2023-10-16,3
txn02615,ing022,2023-10-23,PURCHASE_ORDER,5,sup004,2023-10-21,2
txn02670,ing022,2023-10-28,PURCHASE_ORDER,4,sup004,2023-10-25,3
txn02712,ing022,2023-11-01,PURCHASE_ORDER,5,sup004,2023-10-30,2
txn02742,ing022,2023-11-04,PURCHASE_ORDER,5,sup004,2023-11-03,1
txn02770,ing022,2023-11-07,PURCHASE_ORDER,6,sup004,2023-11-06,1
txn02808,ing022,2023-11-11,PURCHASE_ORDER,4,sup004,2023-11-09,2
txn02858,ing022,2023-11-16,PURCHASE_ORDER,4,sup004,2023-11-13,3
txn02887,ing022,2023-11-19,PURCHASE_ORDER,4,sup004,2023-11-18,1
txn02923,ing022,2023-11-22,PURCHASE_ORDER,4,sup004,2023-11-21,1
txn02950,ing022,2023-11-25,PURCHASE_ORDER,4,sup004,2023-11-24,1
txn02983,ing022,2023-11-28,PURCHASE_ORDER,4,sup004,2023-11-27,1
txn03019,ing022,2023-12-01,PURCHASE_ORDER,4,sup004,2023-11-30,1
txn03051,ing022,2023-12-04,PURCHASE_ORDER,4,sup004,2023-12-03,1
txn03088,ing022,2023-12-07,PURCHASE_ORDER,4,sup004,2023-12-06,1
txn03138,ing022,2023-12-11,PURCHASE_ORDER,5,sup004,2023-12-09,2
txn03184,ing022,2023-12-16,PURCHASE_ORDER,4,sup004,2023-12-13,3
txn03235,ing022,2023-12-21,PURCHASE_ORDER,4,sup004,2023-12-18,3
txn03280,ing022,2023-12-25,PURCHASE_ORDER,4,sup004,2023-12-23,2
txn03312,ing022,2023-12-28,PURCHASE_ORDER,4,sup004,2023-12-27,1
txn03344,ing022,2023-12-31,PURCHASE_ORDER,4,sup004,2023-12-30,1
txn03388,ing022,2024-01-04,PURCHASE_ORDER,4,sup004,2024-01-02,2
txn03428,ing022,2024-01-08,PURCHASE_ORDER,4,sup004,2024-01-06,2
txn03466,ing022,2024-01-11,PURCHASE_ORDER,5,sup004,2024-01-10,1
txn03502,ing022,2024-01-15,PURCHASE_ORDER,4,sup004,2024-01-13,2
txn03557,ing022,2024-01-20,PURCHASE_ORDER,5,sup004,2024-01-17,3
txn03595,ing022,2024-01-23,PURCHASE_ORDER,4,sup004,2024-01-22,1
txn03637,ing022,2024-01-27,PURCHASE_ORDER,5,sup004,2024-01-25,2
txn03663,ing022,2024-01-29,PURCHASE_ORDER,4,sup004,2024-01-25,4
txn03702,ing022,2024-02-02,PURCHASE_ORDER,4,sup004,2024-01-31,2
txn03750,ing022,2024-02-06,PURCHASE_ORDER,6,sup004,2024-02-04,2
txn03776,ing022,2024-02-09,PURCHASE_ORDER,4,sup004,2024-02-08,1
txn03799,ing022,2024-02-12,PURCHASE_ORDER,4,sup004,2024-02-11,1
txn03850,ing022,2024-02-16,PURCHASE_ORDER,5,sup004,2024-02-14,2
txn03902,ing022,2024-02-20,PURCHASE_ORDER,4,sup004,2024-02-18,2
txn03936,ing022,2024-02-24,PURCHASE_ORDER,4,sup004,2024-02-22,2
txn03983,ing022,2024-02-29,PURCHASE_ORDER,5,sup004,2024-02-26,3
txn04003,ing022,2024-03-02,PURCHASE_ORDER,4,sup004,2024-02-26,5
txn04058,ing022,2024-03-07,PURCHASE_ORDER,4,sup004,2024-03-04,3
txn04082,ing022,2024-03-09,PURCHASE_ORDER,5,sup004,2024-03-04,5
txn04108,ing022,2024-03-12,PURCHASE_ORDER,4,sup004,2024-03-11,1
txn04146,ing022,2024-03-15,PURCHASE_ORDER,5,sup004,2024-03-14,1
txn04184,ing022,2024-03-19,PURCHASE_ORDER,5,sup004,2024-03-17,2
txn04231,ing022,2024-03-23,PURCHASE_ORDER,4,sup004,2024-03-21,2
txn04252,ing022,2024-03-25,PURCHASE_ORDER,4,sup004,2024-03-21,4
txn04284,ing022,2024-03-28,PURCHASE_ORDER,4,sup004,2024-03-27,1
txn04309,ing022,2024-03-30,PURCHASE_ORDER,4,sup004,2024-03-27,3
txn04357,ing022,2024-04-03,PURCHASE_ORDER,4,sup004,2024-04-01,2
txn04395,ing022,2024-04-07,PURCHASE_ORDER,4,sup004,2024-04-05,2
txn04459,ing022,2024-04-13,PURCHASE_ORDER,4,sup004,2024-04-09,4
txn04488,ing022,2024-04-16,PURCHASE_ORDER,4,sup004,2024-04-15,1
txn04516,ing022,2024-04-19,PURCHASE_ORDER,4,sup004,2024-04-18,1
txn04567,ing022,2024-04-24,PURCHASE_ORDER,4,sup004,2024-04-21,3
txn04625,ing022,2024-04-29,PURCHASE_ORDER,4,sup004,2024-04-26,3
txn04675,ing022,2024-05-04,PURCHASE_ORDER,4,sup004,2024-05-01,3
txn04707,ing022,2024-05-07,PURCHASE_ORDER,4,sup004,2024-05-06,1
txn04750,ing022,2024-05-11,PURCHASE_ORDER,4,sup004,2024-05-09,2
txn04775,ing022,2024-05-14,PURCHASE_ORDER,5,sup004,2024-05-13,1
txn04862,ing022,2024-05-22,PURCHASE_ORDER,4,sup004,2024-05-16,6
txn04892,ing022,2024-05-25,PURCHASE_ORDER,5,sup004,2024-05-24,1
txn04933,ing022,2024-05-29,PURCHASE_ORDER,4,sup004,2024-05-27,2
txn04999,ing022,2024-06-04,PURCHASE_ORDER,6,sup004,2024-05-31,4
txn05041,ing022,2024-06-09,PURCHASE_ORDER,4,sup004,2024-06-06,3
txn05069,ing022,2024-06-12,PURCHASE_ORDER,4,sup004,2024-06-11,1
txn05118,ing022,2024-06-16,PURCHASE_ORDER,5,sup004,2024-06-14,2
txn05153,ing022,2024-06-19,PURCHASE_ORDER,4,sup004,2024-06-18,1
txn05197,ing022,2024-06-23,PURCHASE_ORDER,5,sup004,2024-06-21,2
txn05260,ing022,2024-06-30,PURCHASE_ORDER,4,sup004,2024-06-25,5
txn05307,ing022,2024-07-05,PURCHASE_ORDER,4,sup004,2024-07-02,3
txn05359,ing022,2024-07-09,PURCHASE_ORDER,4,sup004,2024-07-07,2
txn05400,ing022,2024-07-13,PURCHASE_ORDER,4,sup004,2024-07-11,2
txn05439,ing022,2024-07-17,PURCHASE_ORDER,5,sup004,2024-07-15,2
txn05473,ing022,2024-07-20,PURCHASE_ORDER,4,sup004,2024-07-19,1
txn05494,ing022,2024-07-22,PURCHASE_ORDER,4,sup004,2024-07-19,3
txn05555,ing022,2024-07-28,PURCHASE_ORDER,4,sup004,2024-07-24,4
txn05608,ing022,2024-08-03,PURCHASE_ORDER,5,sup004,2024-07-30,4
txn05656,ing022,2024-08-07,PURCHASE_ORDER,4,sup004,2024-08-05,2
txn05710,ing022,2024-08-13,PURCHASE_ORDER,6,sup004,2024-08-09,4
txn05754,ing022,2024-08-17,PURCHASE_ORDER,4,sup004,2024-08-15,2
txn05793,ing022,2024-08-20,PURCHASE_ORDER,4,sup004,2024-08-19,1
txn05833,ing022,2024-08-24,PURCHASE_ORDER,4,sup004,2024-08-22,2
txn05877,ing022,2024-08-28,PURCHASE_ORDER,4,sup004,2024-08-26,2
txn05898,ing022,2024-08-31,PURCHASE_ORDER,4,sup004,2024-08-30,1
txn05928,ing022,2024-09-03,PURCHASE_ORDER,4,sup004,2024-09-02,1
txn05985,ing022,2024-09-09,PURCHASE_ORDER,4,sup004,2024-09-05,4
txn06009,ing022,2024-09-12,PURCHASE_ORDER,4,sup004,2024-09-11,1
txn06052,ing022,2024-09-16,PURCHASE_ORDER,4,sup004,2024-09-14,2
txn06075,ing022,2024-09-19,PURCHASE_ORDER,4,sup004,2024-09-18,1
txn06127,ing022,2024-09-24,PURCHASE_ORDER,4,sup004,2024-09-21,3
txn06171,ing022,2024-09-28,PURCHASE_ORDER,4,sup004,2024-09-26,2
txn06200,ing022,2024-10-01,PURCHASE_ORDER,4,sup004,2024-09-30,1
txn06232,ing022,2024-10-04,PURCHASE_ORDER,4,sup004,2024-10-03,1
txn06247,ing022,2024-10-06,PURCHASE_ORDER,4,sup004,2024-10-03,3
txn06314,ing022,2024-10-13,PURCHASE_ORDER,4,sup004,2024-10-08,5
txn06345,ing022,2024-10-16,PURCHASE_ORDER,5,sup004,2024-10-15,1
txn06390,ing022,2024-10-20,PURCHASE_ORDER,6,sup004,2024-10-18,2
txn06426,ing022,2024-10-23,PURCHASE_ORDER,4,sup004,2024-10-22,1
txn06455,ing022,2024-10-26,PURCHASE_ORDER,5,sup004,2024-10-25,1
txn06519,ing022,2024-11-02,PURCHASE_ORDER,4,sup004,2024-10-28,5
txn06561,ing022,2024-11-06,PURCHASE_ORDER,4,sup004,2024-11-04,2
txn06608,ing022,2024-11-11,PURCHASE_ORDER,4,sup004,2024-11-08,3
txn06635,ing022,2024-11-14,PURCHASE_ORDER,4,sup004,2024-11-13,1
txn06659,ing022,2024-11-16,PURCHASE_ORDER,5,sup004,2024-11-13,3
txn06722,ing022,2024-11-22,PURCHASE_ORDER,5,sup004,2024-11-18,4
txn06762,ing022,2024-11-27,PURCHASE_ORDER,4,sup004,2024-11-24,3
txn06811,ing022,2024-12-02,PURCHASE_ORDER,6,sup004,2024-11-29,3
txn06851,ing022,2024-12-06,PURCHASE_ORDER,5,sup004,2024-12-04,2
txn06921,ing022,2024-12-13,PURCHASE_ORDER,4,sup004,2024-12-08,5
txn06960,ing022,2024-12-17,PURCHASE_ORDER,4,sup004,2024-12-15,2
txn06999,ing022,2024-12-21,PURCHASE_ORDER,4,sup004,2024-12-19,2
txn07049,ing022,2024-12-26,PURCHASE_ORDER,4,sup004,2024-12-23,3
txn07087,ing022,2024-12-30,PURCHASE_ORDER,4,sup004,2024-12-28,2
txn07124,ing022,2025-01-02,PURCHASE_ORDER,5,sup004,2025-01-01,1
txn07157,ing022,2025-01-05,PURCHASE_ORDER,4,sup004,2025-01-04,1
txn07189,ing022,2025-01-08,PURCHASE_ORDER,4,sup004,2025-01-07,1
txn07214,ing022,2025-01-11,PURCHASE_ORDER,4,sup004,2025-01-10,1
txn07259,ing022,2025-01-15,PURCHASE_ORDER,4,sup004,2025-01-13,2
txn07298,ing022,2025-01-19,PURCHASE_ORDER,4,sup004,2025-01-17,2
txn07336,ing022,2025-01-22,PURCHASE_ORDER,6,sup004,2025-01-21,1
txn07383,ing022,2025-01-26,PURCHASE_ORDER,5,sup004,2025-01-24,2
txn07419,ing022,2025-01-29,PURCHASE_ORDER,4,sup004,2025-01-28,1
txn07475,ing022,2025-02-03,PURCHASE_ORDER,4,sup004,2025-01-31,3
txn07502,ing022,2025-02-06,PURCHASE_ORDER,4,sup004,2025-02-05,1
txn07531,ing022,2025-02-09,PURCHASE_ORDER,4,sup004,2025-02-08,1
txn07579,ing022,2025-02-13,PURCHASE_ORDER,4,sup004,2025-02-11,2
txn07623,ing022,2025-02-18,PURCHASE_ORDER,4,sup004,2025-02-15,3
txn07675,ing022,2025-02-22,PURCHASE_ORDER,5,sup004,2025-02-20,2
txn07715,ing022,2025-02-26,PURCHASE_ORDER,5,sup004,2025-02-24,2
txn07744,ing022,2025-03-01,PURCHASE_ORDER,4,sup004,2025-02-28,1
txn07788,ing022,2025-03-05,PURCHASE_ORDER,4,sup004,2025-03-03,2
txn07847,ing022,2025-03-11,PURCHASE_ORDER,4,sup004,2025-03-07,4
txn07891,ing022,2025-03-14,PURCHASE_ORDER,4,sup004,2025-03-13,1
txn07918,ing022,2025-03-17,PURCHASE_ORDER,4,sup004,2025-03-16,1
txn07952,ing022,2025-03-20,PURCHASE_ORDER,5,sup004,2025-03-19,1
txn08001,ing022,2025-03-25,PURCHASE_ORDER,4,sup004,2025-03-22,3
txn08060,ing022,2025-03-30,PURCHASE_ORDER,4,sup004,2025-03-27,3
txn08107,ing022,2025-04-03,PURCHASE_ORDER,4,sup004,2025-04-01,2
txn08144,ing022,2025-04-06,PURCHASE_ORDER,5,sup004,2025-04-05,1
txn08189,ing022,2025-04-11,PURCHASE_ORDER,5,sup004,2025-04-08,3
txn08234,ing022,2025-04-16,PURCHASE_ORDER,4,sup004,2025-04-13,3
txn08284,ing022,2025-04-21,PURCHASE_ORDER,5,sup004,2025-04-18,3
txn08327,ing022,2025-04-25,PURCHASE_ORDER,4,sup004,2025-04-23,2
txn08384,ing022,2025-05-01,PURCHASE_ORDER,5,sup004,2025-04-27,4
txn08406,ing022,2025-05-04,PURCHASE_ORDER,4,sup004,2025-05-03,1
txn08439,ing022,2025-05-07,PURCHASE_ORDER,4,sup004,2025-05-06,1
txn08490,ing022,2025-05-13,PURCHASE_ORDER,6,sup004,2025-05-09,4
txn08548,ing022,2025-05-18,PURCHASE_ORDER,4,sup004,2025-05-15,3
txn08587,ing022,2025-05-22,PURCHASE_ORDER,4,sup004,2025-05-20,2
txn08647,ing022,2025-05-28,PURCHASE_ORDER,5,sup004,2025-05-24,4
txn08674,ing022,2025-05-31,PURCHASE_ORDER,4,sup004,2025-05-30,1
txn08704,ing022,2025-06-03,PURCHASE_ORDER,5,sup004,2025-06-02,1
txn08765,ing022,2025-06-08,PURCHASE_ORDER,4,sup004,2025-06-05,3
txn08811,ing022,2025-06-13,PURCHASE_ORDER,4,sup004,2025-06-10,3
txn08849,ing022,2025-06-17,PURCHASE_ORDER,4,sup004,2025-06-15,2
txn08867,ing022,2025-06-19,PURCHASE_ORDER,4,sup004,2025-06-15,4
txn08914,ing022,2025-06-24,PURCHASE_ORDER,4,sup004,2025-06-21,3
txn08943,ing022,2025-06-27,PURCHASE_ORDER,4,sup004,2025-06-26,1
txn08986,ing022,2025-07-01,PURCHASE_ORDER,4,sup004,2025-06-29,2
txn09023,ing022,2025-07-05,PURCHASE_ORDER,4,sup004,2025-07-03,2
txn09052,ing022,2025-07-08,PURCHASE_ORDER,4,sup004,2025-07-07,1
txn09082,ing022,2025-07-11,PURCHASE_ORDER,4,sup004,2025-07-10,1
txn09150,ing022,2025-07-17,PURCHASE_ORDER,4,sup004,2025-07-13,4
txn09219,ing022,2025-07-23,PURCHASE_ORDER,5,sup004,2025-07-19,4
txn09265,ing022,2025-07-27,PURCHASE_ORDER,5,sup004,2025-07-25,2
txn09309,ing022,2025-08-01,PURCHASE_ORDER,4,sup004,2025-07-29,3
txn09352,ing022,2025-08-05,PURCHASE_ORDER,4,sup004,2025-08-03,2
txn09405,ing022,2025-08-10,PURCHASE_ORDER,4,sup004,2025-08-07,3
txn09460,ing022,2025-08-15,PURCHASE_ORDER,4,sup004,2025-08-12,3
txn09494,ing022,2025-08-18,PURCHASE_ORDER,4,sup004,2025-08-17,1
txn09534,ing022,2025-08-21,PURCHASE_ORDER,4,sup004,2025-08-20,1
txn09567,ing022,2025-08-24,PURCHASE_ORDER,4,sup004,2025-08-23,1
txn09600,ing022,2025-08-27,PURCHASE_ORDER,4,sup004,2025-08-26,1
txn09640,ing022,2025-08-31,PURCHASE_ORDER,5,sup004,2025-08-29,2
txn09681,ing022,2025-09-04,PURCHASE_ORDER,4,sup004,2025-09-02,2
txn09709,ing022,2025-09-07,PURCHASE_ORDER,5,sup004,2025-09-06,1
txn09758,ing022,2025-09-12,PURCHASE_ORDER,5,sup004,2025-09-09,3
txn09812,ing022,2025-09-17,PURCHASE_ORDER,4,sup004,2025-09-14,3
txn09858,ing022,2025-09-21,PURCHASE_ORDER,4,sup004,2025-09-19,2
txn09900,ing022,2025-09-25,PURCHASE_ORDER,4,sup004,2025-09-23,2
txn09936,ing022,2025-09-29,PURCHASE_ORDER,4,sup004,2025-09-27,2
txn09990,ing022,2025-10-04,PURCHASE_ORDER,4,sup004,2025-10-01,3
txn10026,ing022,2025-10-07,PURCHASE_ORDER,4,sup004,2025-10-06,1
txn10051,ing022,2025-10-10,PURCHASE_ORDER,4,sup004,2025-10-09,1
txn10096,ing022,2025-10-14,PURCHASE_ORDER,4,sup004,2025-10-12,2
txn10143,ing022,2025-10-18,PURCHASE_ORDER,5,sup004,2025-10-16,2
txn10197,ing022,2025-10-23,PURCHASE_ORDER,5,sup004,2025-10-20,3
txn10213,ing022,2025-10-25,PURCHASE_ORDER,4,sup004,2025-10-20,5
txn00146,ing023,2023-03-05,PURCHASE_ORDER,6,sup003,2023-02-28,5
txn00213,ing023,2023-03-12,PURCHASE_ORDER,6,sup003,2023-03-08,4
txn00274,ing023,2023-03-18,PURCHASE_ORDER,6,sup003,2023-03-15,3
txn00357,ing023,2023-03-26,PURCHASE_ORDER,6,sup003,2023-03-21,5
txn00423,ing023,2023-04-01,PURCHASE_ORDER,6,sup003,2023-03-29,3
txn00512,ing023,2023-04-08,PURCHASE_ORDER,6,sup003,2023-04-04,4
txn00578,ing023,2023-04-15,PURCHASE_ORDER,7,sup003,2023-04-11,4
txn00666,ing023,2023-04-23,PURCHASE_ORDER,6,sup003,2023-04-18,5
txn00788,ing023,2023-05-05,PURCHASE_ORDER,6,sup003,2023-04-26,9
txn00850,ing023,2023-05-11,PURCHASE_ORDER,6,sup003,2023-05-08,3
txn00943,ing023,2023-05-20,PURCHASE_ORDER,6,sup003,2023-05-14,6
txn01009,ing023,2023-05-27,PURCHASE_ORDER,6,sup003,2023-05-23,4
txn01076,ing023,2023-06-02,PURCHASE_ORDER,6,sup003,2023-05-30,3
txn01152,ing023,2023-06-09,PURCHASE_ORDER,6,sup003,2023-06-05,4
txn01229,ing023,2023-06-16,PURCHASE_ORDER,7,sup003,2023-06-12,4
txn01316,ing023,2023-06-24,PURCHASE_ORDER,6,sup003,2023-06-19,5
txn01380,ing023,2023-06-30,PURCHASE_ORDER,6,sup003,2023-06-27,3
txn01481,ing023,2023-07-10,PURCHASE_ORDER,6,sup003,2023-07-03,7
txn01589,ing023,2023-07-19,PURCHASE_ORDER,6,sup003,2023-07-13,6
txn01635,ing023,2023-07-23,PURCHASE_ORDER,6,sup003,2023-07-22,1
txn01734,ing023,2023-08-01,PURCHASE_ORDER,6,sup003,2023-07-26,6
txn01821,ing023,2023-08-09,PURCHASE_ORDER,6,sup003,2023-08-04,5
txn01892,ing023,2023-08-17,PURCHASE_ORDER,6,sup003,2023-08-12,5
txn01977,ing023,2023-08-25,PURCHASE_ORDER,6,sup003,2023-08-20,5
txn02088,ing023,2023-09-04,PURCHASE_ORDER,6,sup003,2023-08-28,7
txn02168,ing023,2023-09-11,PURCHASE_ORDER,6,sup003,2023-09-07,4
txn02253,ing023,2023-09-20,PURCHASE_ORDER,6,sup003,2023-09-14,6
txn02317,ing023,2023-09-26,PURCHASE_ORDER,6,sup003,2023-09-23,3
txn02409,ing023,2023-10-04,PURCHASE_ORDER,6,sup003,2023-09-29,5
txn02466,ing023,2023-10-09,PURCHASE_ORDER,6,sup003,2023-10-07,2
txn02541,ing023,2023-10-16,PURCHASE_ORDER,6,sup003,2023-10-12,4
txn02583,ing023,2023-10-20,PURCHASE_ORDER,6,sup003,2023-10-19,1
txn02700,ing023,2023-10-31,PURCHASE_ORDER,6,sup003,2023-10-23,8
txn02751,ing023,2023-11-05,PURCHASE_ORDER,6,sup003,2023-11-03,2
txn02819,ing023,2023-11-12,PURCHASE_ORDER,6,sup003,2023-11-08,4
txn02888,ing023,2023-11-19,PURCHASE_ORDER,6,sup003,2023-11-15,4
txn02951,ing023,2023-11-25,PURCHASE_ORDER,6,sup003,2023-11-22,3
txn03030,ing023,2023-12-02,PURCHASE_ORDER,6,sup003,2023-11-28,4
txn03089,ing023,2023-12-07,PURCHASE_ORDER,6,sup003,2023-12-05,2
txn03167,ing023,2023-12-14,PURCHASE_ORDER,6,sup003,2023-12-10,4
txn03258,ing023,2023-12-23,PURCHASE_ORDER,6,sup003,2023-12-17,6
txn03320,ing023,2023-12-29,PURCHASE_ORDER,6,sup003,2023-12-26,3
txn03399,ing023,2024-01-05,PURCHASE_ORDER,6,sup003,2024-01-01,4
txn03489,ing023,2024-01-13,PURCHASE_ORDER,6,sup003,2024-01-08,5
txn03558,ing023,2024-01-20,PURCHASE_ORDER,6,sup003,2024-01-16,4
