latitude,longitude,postal_fsa,delivery_city,fulfilment_type,total_orders
43.660308,-79.439905,M6H,Toronto,"In-Store Pickup",16
43.660308,-79.439905,M6H,Toronto,"Home Delivery",10
43.660366,-79.430100,M6H,Toronto,"In-Store Pickup",16
43.660366,-79.430100,M6H,Toronto,"Home Delivery",10
43.660585,-79.434851,M6H,Toronto,"In-Store Pickup",12
43.660585,-79.434851,M6H,Toronto,"Home Delivery",9
43.660593,-79.437231,M6H,Toronto,"In-Store Pickup",12
43.660593,-79.437231,M6H,Toronto,"Home Delivery",15
43.660612,-79.430743,M6H,Toronto,"In-Store Pickup",15
43.660612,-79.430743,M6H,Toronto,"Home Delivery",11
43.660615,-79.437502,M6H,Toronto,"In-Store Pickup",9
43.660615,-79.437502,M6H,Toronto,"Home Delivery",11
43.660846,-79.439672,M6H,Toronto,"In-Store Pickup",11
43.660846,-79.439672,M6H,Toronto,"Home Delivery",6
43.660956,-79.437207,M6H,Toronto,"In-Store Pickup",13
43.660956,-79.437207,M6H,Toronto,"Home Delivery",9
43.661168,-79.437851,M6H,Toronto,"In-Store Pickup",14
43.661168,-79.437851,M6H,Toronto,"Home Delivery",13
43.661240,-79.434074,M6H,Toronto,"In-Store Pickup",13
43.661240,-79.434074,M6H,Toronto,"Home Delivery",12
43.661263,-79.430871,M6H,Toronto,"In-Store Pickup",15
43.661263,-79.430871,M6H,Toronto,"Home Delivery",15
43.661494,-79.432255,M6H,Toronto,"In-Store Pickup",9
43.661494,-79.432255,M6H,Toronto,"Home Delivery",8
43.661510,-79.432047,M6H,Toronto,"In-Store Pickup",8
43.661510,-79.432047,M6H,Toronto,"Home Delivery",12
43.661887,-79.436755,M6H,Toronto,"In-Store Pickup",12
43.661887,-79.436755,M6H,Toronto,"Home Delivery",10
43.661900,-79.438004,M6H,Toronto,"In-Store Pickup",23
43.661900,-79.438004,M6H,Toronto,"Home Delivery",12
43.661905,-79.431498,M6H,Toronto,"In-Store Pickup",16
43.661905,-79.431498,M6H,Toronto,"Home Delivery",10
43.662029,-79.436762,M6H,Toronto,"In-Store Pickup",12
43.662029,-79.436762,M6H,Toronto,"Home Delivery",7
43.662067,-79.743983,L6Y,Brampton,"In-Store Pickup",8
43.662067,-79.743983,L6Y,Brampton,"Home Delivery",9
43.662097,-79.438726,M6H,Toronto,"In-Store Pickup",11
43.662097,-79.438726,M6H,Toronto,"Home Delivery",11
43.662106,-79.743138,L6Y,Brampton,"In-Store Pickup",7
43.662106,-79.743138,L6Y,Brampton,"Home Delivery",12
43.662117,-79.740237,L6Y,Brampton,"In-Store Pickup",9
43.662117,-79.740237,L6Y,Brampton,"Home Delivery",12
43.662215,-79.436938,M6H,Toronto,"In-Store Pickup",10
43.662215,-79.436938,M6H,Toronto,"Home Delivery",12
43.662229,-79.437821,M6H,Toronto,"In-Store Pickup",12
43.662229,-79.437821,M6H,Toronto,"Home Delivery",13
43.662248,-79.743489,L6Y,Brampton,"In-Store Pickup",13
43.662248,-79.743489,L6Y,Brampton,"Home Delivery",5
43.662347,-79.439456,M6H,Toronto,"In-Store Pickup",10
43.662347,-79.439456,M6H,Toronto,"Home Delivery",9
43.662362,-79.744018,L6Y,Brampton,"In-Store Pickup",6
43.662362,-79.744018,L6Y,Brampton,"Home Delivery",5
43.662384,-79.434518,M6H,Toronto,"In-Store Pickup",10
43.662384,-79.434518,M6H,Toronto,"Home Delivery",11
43.662414,-79.433222,M6H,Toronto,"In-Store Pickup",12
43.662414,-79.433222,M6H,Toronto,"Home Delivery",11
43.662451,-79.433233,M6H,Toronto,"In-Store Pickup",12
43.662451,-79.433233,M6H,Toronto,"Home Delivery",9
43.662487,-79.744094,L6Y,Brampton,"In-Store Pickup",8
43.662487,-79.744094,L6Y,Brampton,"Home Delivery",11
43.662551,-79.739890,L6Y,Brampton,"In-Store Pickup",16
43.662551,-79.739890,L6Y,Brampton,"Home Delivery",12
43.662635,-79.739764,L6Y,Brampton,"In-Store Pickup",14
43.662635,-79.739764,L6Y,Brampton,"Home Delivery",10
43.662708,-79.439388,M6H,Toronto,"In-Store Pickup",10
43.662708,-79.439388,M6H,Toronto,"Home Delivery",9
43.662726,-79.435309,M6H,Toronto,"In-Store Pickup",11
43.662726,-79.435309,M6H,Toronto,"Home Delivery",8
43.662757,-79.437647,M6H,Toronto,"In-Store Pickup",10
43.662757,-79.437647,M6H,Toronto,"Home Delivery",11
43.662780,-79.435166,M6H,Toronto,"In-Store Pickup",10
43.662780,-79.435166,M6H,Toronto,"Home Delivery",8
43.662795,-79.434708,M6H,Toronto,"In-Store Pickup",8
43.662795,-79.434708,M6H,Toronto,"Home Delivery",8
43.662825,-79.737156,L6Y,Brampton,"In-Store Pickup",13
43.662825,-79.737156,L6Y,Brampton,"Home Delivery",10
43.662881,-79.431898,M6H,Toronto,"In-Store Pickup",8
43.662881,-79.431898,M6H,Toronto,"Home Delivery",15
43.662989,-79.746528,L6Y,Brampton,"In-Store Pickup",11
43.662989,-79.746528,L6Y,Brampton,"Home Delivery",11
43.662989,-79.433291,M6H,Toronto,"In-Store Pickup",10
43.662989,-79.433291,M6H,Toronto,"Home Delivery",14
43.663018,-79.743478,L6Y,Brampton,"In-Store Pickup",10
43.663018,-79.743478,L6Y,Brampton,"Home Delivery",12
43.663078,-79.318919,M4L,Toronto,"In-Store Pickup",15
43.663078,-79.318919,M4L,Toronto,"Home Delivery",13
43.663097,-79.437315,M6H,Toronto,"In-Store Pickup",11
43.663097,-79.437315,M6H,Toronto,"Home Delivery",14
43.663097,-79.430856,M6H,Toronto,"In-Store Pickup",10
43.663097,-79.430856,M6H,Toronto,"Home Delivery",15
43.663097,-79.323092,M4L,Toronto,"In-Store Pickup",9
43.663097,-79.323092,M4L,Toronto,"Home Delivery",9
43.663143,-79.316669,M4L,Toronto,"In-Store Pickup",13
43.663143,-79.316669,M4L,Toronto,"Home Delivery",7
43.663173,-79.318790,M4L,Toronto,"In-Store Pickup",9
43.663173,-79.318790,M4L,Toronto,"Home Delivery",7
43.663206,-79.434933,M6H,Toronto,"In-Store Pickup",10
43.663206,-79.434933,M6H,Toronto,"Home Delivery",13
43.663219,-79.430709,M6H,Toronto,"In-Store Pickup",13
43.663219,-79.430709,M6H,Toronto,"Home Delivery",11
43.663232,-79.436809,M6H,Toronto,"In-Store Pickup",8
43.663232,-79.436809,M6H,Toronto,"Home Delivery",16
43.663244,-79.437537,M6H,Toronto,"In-Store Pickup",11
43.663244,-79.437537,M6H,Toronto,"Home Delivery",7
43.663305,-79.317725,M4L,Toronto,"In-Store Pickup",10
43.663305,-79.317725,M4L,Toronto,"Home Delivery",11
43.663370,-79.744115,L6Y,Brampton,"In-Store Pickup",12
43.663370,-79.744115,L6Y,Brampton,"Home Delivery",7
43.663414,-79.740932,L6Y,Brampton,"In-Store Pickup",8
43.663414,-79.740932,L6Y,Brampton,"Home Delivery",14
43.663414,-79.431414,M6H,Toronto,"In-Store Pickup",10
43.663414,-79.431414,M6H,Toronto,"Home Delivery",7
43.663417,-79.438796,M6H,Toronto,"In-Store Pickup",14
43.663417,-79.438796,M6H,Toronto,"Home Delivery",12
43.663417,-79.434423,M6H,Toronto,"In-Store Pickup",11
43.663417,-79.434423,M6H,Toronto,"Home Delivery",17
43.663469,-79.317478,M4L,Toronto,"In-Store Pickup",18
43.663469,-79.317478,M4L,Toronto,"Home Delivery",8
43.663485,-79.434440,M6H,Toronto,"In-Store Pickup",8
43.663485,-79.434440,M6H,Toronto,"Home Delivery",8
43.663491,-79.316435,M4L,Toronto,"In-Store Pickup",18
43.663491,-79.316435,M4L,Toronto,"Home Delivery",9
43.663540,-79.435416,M6H,Toronto,"In-Store Pickup",16
43.663540,-79.435416,M6H,Toronto,"Home Delivery",13
43.663594,-79.438575,M6H,Toronto,"In-Store Pickup",8
43.663594,-79.438575,M6H,Toronto,"Home Delivery",15
43.663611,-79.316377,M4L,Toronto,"In-Store Pickup",9
43.663611,-79.316377,M4L,Toronto,"Home Delivery",12
43.663639,-79.433254,M6H,Toronto,"In-Store Pickup",10
43.663639,-79.433254,M6H,Toronto,"Home Delivery",13
43.663725,-79.738141,L6Y,Brampton,"In-Store Pickup",13
43.663725,-79.738141,L6Y,Brampton,"Home Delivery",8
43.663734,-79.740832,L6Y,Brampton,"In-Store Pickup",13
43.663734,-79.740832,L6Y,Brampton,"Home Delivery",13
43.663772,-79.737224,L6Y,Brampton,"In-Store Pickup",11
43.663772,-79.737224,L6Y,Brampton,"Home Delivery",13
43.663810,-79.738787,L6Y,Brampton,"In-Store Pickup",11
43.663810,-79.738787,L6Y,Brampton,"Home Delivery",17
43.663813,-79.320346,M4L,Toronto,"In-Store Pickup",14
43.663813,-79.320346,M4L,Toronto,"Home Delivery",13
43.663877,-79.743426,L6Y,Brampton,"In-Store Pickup",13
43.663877,-79.743426,L6Y,Brampton,"Home Delivery",9
43.663877,-79.324829,M4L,Toronto,"In-Store Pickup",14
43.663877,-79.324829,M4L,Toronto,"Home Delivery",13
43.663879,-79.741781,L6Y,Brampton,"In-Store Pickup",8
43.663879,-79.741781,L6Y,Brampton,"Home Delivery",5
43.663885,-79.743444,L6Y,Brampton,"In-Store Pickup",8
43.663885,-79.743444,L6Y,Brampton,"Home Delivery",9
43.663897,-79.325253,M4L,Toronto,"In-Store Pickup",8
43.663897,-79.325253,M4L,Toronto,"Home Delivery",8
43.663902,-79.434719,M6H,Toronto,"In-Store Pickup",9
43.663902,-79.434719,M6H,Toronto,"Home Delivery",13
43.663916,-79.737583,L6Y,Brampton,"In-Store Pickup",14
43.663916,-79.737583,L6Y,Brampton,"Home Delivery",7
43.663917,-79.745032,L6Y,Brampton,"In-Store Pickup",8
43.663917,-79.745032,L6Y,Brampton,"Home Delivery",7
43.663933,-79.742347,L6Y,Brampton,"In-Store Pickup",10
43.663933,-79.742347,L6Y,Brampton,"Home Delivery",12
43.663964,-79.746161,L6Y,Brampton,"In-Store Pickup",11
43.663964,-79.746161,L6Y,Brampton,"Home Delivery",11
43.663967,-79.438001,M6H,Toronto,"In-Store Pickup",11
43.663967,-79.438001,M6H,Toronto,"Home Delivery",13
43.664027,-79.436152,M6H,Toronto,"In-Store Pickup",13
43.664027,-79.436152,M6H,Toronto,"Home Delivery",6
43.664033,-79.439771,M6H,Toronto,"In-Store Pickup",18
43.664033,-79.439771,M6H,Toronto,"Home Delivery",9
43.664041,-79.740110,L6Y,Brampton,"In-Store Pickup",10
43.664041,-79.740110,L6Y,Brampton,"Home Delivery",9
43.664059,-79.319728,M4L,Toronto,"In-Store Pickup",9
43.664059,-79.319728,M4L,Toronto,"Home Delivery",9
43.664064,-79.743281,L6Y,Brampton,"In-Store Pickup",8
43.664064,-79.743281,L6Y,Brampton,"Home Delivery",16
43.664103,-79.320258,M4L,Toronto,"In-Store Pickup",11
43.664103,-79.320258,M4L,Toronto,"Home Delivery",11
43.664149,-79.317292,M4L,Toronto,"In-Store Pickup",15
43.664149,-79.317292,M4L,Toronto,"Home Delivery",12
43.664203,-79.743967,L6Y,Brampton,"In-Store Pickup",11
43.664203,-79.743967,L6Y,Brampton,"Home Delivery",14
43.664233,-79.321868,M4L,Toronto,"In-Store Pickup",13
43.664233,-79.321868,M4L,Toronto,"Home Delivery",17
43.664234,-79.317741,M4L,Toronto,"In-Store Pickup",17
43.664234,-79.317741,M4L,Toronto,"Home Delivery",16
43.664288,-79.438291,M6H,Toronto,"In-Store Pickup",12
43.664288,-79.438291,M6H,Toronto,"Home Delivery",13
43.664351,-79.737532,L6Y,Brampton,"In-Store Pickup",9
43.664351,-79.737532,L6Y,Brampton,"Home Delivery",16
43.664377,-79.437515,M6H,Toronto,"In-Store Pickup",12
43.664377,-79.437515,M6H,Toronto,"Home Delivery",7
43.664390,-79.740499,L6Y,Brampton,"In-Store Pickup",7
43.664390,-79.740499,L6Y,Brampton,"Home Delivery",11
43.664410,-79.436214,M6H,Toronto,"In-Store Pickup",6
43.664410,-79.436214,M6H,Toronto,"Home Delivery",10
43.664500,-79.741094,L6Y,Brampton,"In-Store Pickup",8
43.664500,-79.741094,L6Y,Brampton,"Home Delivery",10
43.664581,-79.431571,M6H,Toronto,"In-Store Pickup",5
43.664581,-79.431571,M6H,Toronto,"Home Delivery",8
43.664595,-79.743072,L6Y,Brampton,"In-Store Pickup",7
43.664595,-79.743072,L6Y,Brampton,"Home Delivery",10
43.664614,-79.740428,L6Y,Brampton,"In-Store Pickup",9
43.664614,-79.740428,L6Y,Brampton,"Home Delivery",15
43.664625,-79.741615,L6Y,Brampton,"In-Store Pickup",7
43.664625,-79.741615,L6Y,Brampton,"Home Delivery",8
43.664671,-79.739024,L6Y,Brampton,"In-Store Pickup",15
43.664671,-79.739024,L6Y,Brampton,"Home Delivery",12
43.664716,-79.431695,M6H,Toronto,"In-Store Pickup",14
43.664716,-79.431695,M6H,Toronto,"Home Delivery",10
43.664793,-79.320083,M4L,Toronto,"In-Store Pickup",19
43.664793,-79.320083,M4L,Toronto,"Home Delivery",10
43.664797,-79.433997,M6H,Toronto,"In-Store Pickup",11
43.664797,-79.433997,M6H,Toronto,"Home Delivery",12
43.664821,-79.739839,L6Y,Brampton,"In-Store Pickup",9
43.664821,-79.739839,L6Y,Brampton,"Home Delivery",6
43.664854,-79.436615,M6H,Toronto,"In-Store Pickup",5
43.664854,-79.436615,M6H,Toronto,"Home Delivery",9
43.664897,-79.321855,M4L,Toronto,"In-Store Pickup",14
43.664897,-79.321855,M4L,Toronto,"Home Delivery",8
43.664952,-79.436450,M6H,Toronto,"In-Store Pickup",10
43.664952,-79.436450,M6H,Toronto,"Home Delivery",7
43.664966,-79.744712,L6Y,Brampton,"In-Store Pickup",15
43.664966,-79.744712,L6Y,Brampton,"Home Delivery",11
43.664992,-79.737596,L6Y,Brampton,"In-Store Pickup",6
43.664992,-79.737596,L6Y,Brampton,"Home Delivery",13
43.664992,-79.434584,M6H,Toronto,"In-Store Pickup",9
43.664992,-79.434584,M6H,Toronto,"Home Delivery",15
43.665016,-79.741552,L6Y,Brampton,"In-Store Pickup",13
43.665016,-79.741552,L6Y,Brampton,"Home Delivery",9
43.665024,-79.745478,L6Y,Brampton,"In-Store Pickup",10
43.665024,-79.745478,L6Y,Brampton,"Home Delivery",11
43.665039,-79.323917,M4L,Toronto,"In-Store Pickup",9
43.665039,-79.323917,M4L,Toronto,"Home Delivery",10
43.665140,-79.742861,L6Y,Brampton,"In-Store Pickup",12
43.665140,-79.742861,L6Y,Brampton,"Home Delivery",12
43.665184,-79.322361,M4L,Toronto,"In-Store Pickup",7
43.665184,-79.322361,M4L,Toronto,"Home Delivery",11
43.665217,-79.319419,M4L,Toronto,"In-Store Pickup",17
43.665217,-79.319419,M4L,Toronto,"Home Delivery",13
43.665261,-79.743401,L6Y,Brampton,"In-Store Pickup",12
43.665261,-79.743401,L6Y,Brampton,"Home Delivery",11
43.665417,-79.746177,L6Y,Brampton,"In-Store Pickup",11
43.665417,-79.746177,L6Y,Brampton,"Home Delivery",12
43.665439,-79.739658,L6Y,Brampton,"In-Store Pickup",13
43.665439,-79.739658,L6Y,Brampton,"Home Delivery",14
43.665442,-79.740041,L6Y,Brampton,"In-Store Pickup",14
43.665442,-79.740041,L6Y,Brampton,"Home Delivery",10
43.665456,-79.746423,L6Y,Brampton,"In-Store Pickup",13
43.665456,-79.746423,L6Y,Brampton,"Home Delivery",7
43.665493,-79.317645,M4L,Toronto,"In-Store Pickup",11
43.665493,-79.317645,M4L,Toronto,"Home Delivery",17
43.665507,-79.745019,L6Y,Brampton,"In-Store Pickup",4
43.665507,-79.745019,L6Y,Brampton,"Home Delivery",11
43.665547,-79.324513,M4L,Toronto,"In-Store Pickup",8
43.665547,-79.324513,M4L,Toronto,"Home Delivery",13
43.665600,-79.738989,L6Y,Brampton,"In-Store Pickup",10
43.665600,-79.738989,L6Y,Brampton,"Home Delivery",10
43.665612,-79.739024,L6Y,Brampton,"In-Store Pickup",16
43.665612,-79.739024,L6Y,Brampton,"Home Delivery",9
43.665640,-79.321494,M4L,Toronto,"In-Store Pickup",9
43.665640,-79.321494,M4L,Toronto,"Home Delivery",10
43.665757,-79.746331,L6Y,Brampton,"In-Store Pickup",14
43.665757,-79.746331,L6Y,Brampton,"Home Delivery",13
43.665781,-79.320156,M4L,Toronto,"In-Store Pickup",7
43.665781,-79.320156,M4L,Toronto,"Home Delivery",8
43.665883,-79.742808,L6Y,Brampton,"In-Store Pickup",9
43.665883,-79.742808,L6Y,Brampton,"Home Delivery",10
43.665891,-79.743540,L6Y,Brampton,"In-Store Pickup",13
43.665891,-79.743540,L6Y,Brampton,"Home Delivery",16
43.665938,-79.741049,L6Y,Brampton,"In-Store Pickup",8
43.665938,-79.741049,L6Y,Brampton,"Home Delivery",8
43.665948,-79.321735,M4L,Toronto,"In-Store Pickup",13
43.665948,-79.321735,M4L,Toronto,"Home Delivery",12
43.665974,-79.740257,L6Y,Brampton,"In-Store Pickup",13
43.665974,-79.740257,L6Y,Brampton,"Home Delivery",9
43.666055,-79.325805,M4L,Toronto,"In-Store Pickup",11
43.666055,-79.325805,M4L,Toronto,"Home Delivery",13
43.666186,-79.318422,M4L,Toronto,"In-Store Pickup",12
43.666186,-79.318422,M4L,Toronto,"Home Delivery",19
43.666200,-79.317615,M4L,Toronto,"In-Store Pickup",9
43.666200,-79.317615,M4L,Toronto,"Home Delivery",10
43.666228,-79.743224,L6Y,Brampton,"In-Store Pickup",12
43.666228,-79.743224,L6Y,Brampton,"Home Delivery",13
43.666255,-79.320887,M4L,Toronto,"In-Store Pickup",9
43.666255,-79.320887,M4L,Toronto,"Home Delivery",14
43.666318,-79.737911,L6Y,Brampton,"In-Store Pickup",9
43.666318,-79.737911,L6Y,Brampton,"Home Delivery",8
43.666384,-79.742899,L6Y,Brampton,"In-Store Pickup",13
43.666384,-79.742899,L6Y,Brampton,"Home Delivery",12
43.666398,-79.743097,L6Y,Brampton,"In-Store Pickup",8
43.666398,-79.743097,L6Y,Brampton,"Home Delivery",9
43.666407,-79.743898,L6Y,Brampton,"In-Store Pickup",14
43.666407,-79.743898,L6Y,Brampton,"Home Delivery",12
43.666418,-79.741692,L6Y,Brampton,"In-Store Pickup",13
43.666418,-79.741692,L6Y,Brampton,"Home Delivery",13
43.666448,-79.319581,M4L,Toronto,"In-Store Pickup",11
43.666448,-79.319581,M4L,Toronto,"Home Delivery",7
43.666637,-79.745287,L6Y,Brampton,"In-Store Pickup",6
43.666637,-79.745287,L6Y,Brampton,"Home Delivery",14
43.666693,-79.318639,M4L,Toronto,"In-Store Pickup",12
43.666693,-79.318639,M4L,Toronto,"Home Delivery",11
43.666738,-79.737365,L6Y,Brampton,"In-Store Pickup",10
43.666738,-79.737365,L6Y,Brampton,"Home Delivery",14
43.666758,-79.743548,L6Y,Brampton,"In-Store Pickup",10
43.666758,-79.743548,L6Y,Brampton,"Home Delivery",5
43.666775,-79.741152,L6Y,Brampton,"In-Store Pickup",9
43.666775,-79.741152,L6Y,Brampton,"Home Delivery",10
43.666782,-79.745846,L6Y,Brampton,"In-Store Pickup",11
43.666782,-79.745846,L6Y,Brampton,"Home Delivery",10
43.666823,-79.737067,L6Y,Brampton,"In-Store Pickup",11
43.666823,-79.737067,L6Y,Brampton,"Home Delivery",8
43.666861,-79.743120,L6Y,Brampton,"In-Store Pickup",14
43.666861,-79.743120,L6Y,Brampton,"Home Delivery",10
43.666923,-79.316427,M4L,Toronto,"In-Store Pickup",14
43.666923,-79.316427,M4L,Toronto,"Home Delivery",9
43.666933,-79.744856,L6Y,Brampton,"In-Store Pickup",6
43.666933,-79.744856,L6Y,Brampton,"Home Delivery",11
43.666959,-79.745385,L6Y,Brampton,"In-Store Pickup",8
43.666959,-79.745385,L6Y,Brampton,"Home Delivery",11
43.667026,-79.320003,M4L,Toronto,"In-Store Pickup",12
43.667026,-79.320003,M4L,Toronto,"Home Delivery",9
43.667068,-79.321387,M4L,Toronto,"In-Store Pickup",10
43.667068,-79.321387,M4L,Toronto,"Home Delivery",12
43.667073,-79.745028,L6Y,Brampton,"In-Store Pickup",8
43.667073,-79.745028,L6Y,Brampton,"Home Delivery",13
43.667112,-79.320841,M4L,Toronto,"In-Store Pickup",18
43.667112,-79.320841,M4L,Toronto,"Home Delivery",13
43.667127,-79.740717,L6Y,Brampton,"In-Store Pickup",4
43.667127,-79.740717,L6Y,Brampton,"Home Delivery",11
43.667261,-79.323956,M4L,Toronto,"In-Store Pickup",8
43.667261,-79.323956,M4L,Toronto,"Home Delivery",10
43.667270,-79.320231,M4L,Toronto,"In-Store Pickup",11
43.667270,-79.320231,M4L,Toronto,"Home Delivery",9
43.667289,-79.746908,L6Y,Brampton,"In-Store Pickup",7
43.667289,-79.746908,L6Y,Brampton,"Home Delivery",13
43.667341,-79.739143,L6Y,Brampton,"In-Store Pickup",11
43.667341,-79.739143,L6Y,Brampton,"Home Delivery",15
43.667358,-79.318587,M4L,Toronto,"In-Store Pickup",14
43.667358,-79.318587,M4L,Toronto,"Home Delivery",11
43.667384,-79.321171,M4L,Toronto,"In-Store Pickup",12
43.667384,-79.321171,M4L,Toronto,"Home Delivery",17
43.667411,-79.322638,M4L,Toronto,"In-Store Pickup",9
43.667411,-79.322638,M4L,Toronto,"Home Delivery",15
43.667473,-79.745551,L6Y,Brampton,"In-Store Pickup",8
43.667473,-79.745551,L6Y,Brampton,"Home Delivery",14
43.667483,-79.738777,L6Y,Brampton,"In-Store Pickup",10
43.667483,-79.738777,L6Y,Brampton,"Home Delivery",9
43.667557,-79.318903,M4L,Toronto,"In-Store Pickup",27
43.667557,-79.318903,M4L,Toronto,"Home Delivery",11
43.667573,-79.322546,M4L,Toronto,"In-Store Pickup",12
43.667573,-79.322546,M4L,Toronto,"Home Delivery",10
43.667632,-79.317718,M4L,Toronto,"In-Store Pickup",9
43.667632,-79.317718,M4L,Toronto,"Home Delivery",17
43.667652,-79.737249,L6Y,Brampton,"In-Store Pickup",17
43.667652,-79.737249,L6Y,Brampton,"Home Delivery",12
43.667722,-79.742679,L6Y,Brampton,"In-Store Pickup",9
43.667722,-79.742679,L6Y,Brampton,"Home Delivery",8
43.667808,-79.744442,L6Y,Brampton,"In-Store Pickup",15
43.667808,-79.744442,L6Y,Brampton,"Home Delivery",14
43.667830,-79.744586,L6Y,Brampton,"In-Store Pickup",6
43.667830,-79.744586,L6Y,Brampton,"Home Delivery",13
43.667831,-79.318030,M4L,Toronto,"In-Store Pickup",11
43.667831,-79.318030,M4L,Toronto,"Home Delivery",10
43.667934,-79.741420,L6Y,Brampton,"In-Store Pickup",12
43.667934,-79.741420,L6Y,Brampton,"Home Delivery",12
43.668020,-79.324304,M4L,Toronto,"In-Store Pickup",7
43.668020,-79.324304,M4L,Toronto,"Home Delivery",5
43.668125,-79.319446,M4L,Toronto,"In-Store Pickup",14
43.668125,-79.319446,M4L,Toronto,"Home Delivery",5
43.668138,-79.744937,L6Y,Brampton,"In-Store Pickup",12
43.668138,-79.744937,L6Y,Brampton,"Home Delivery",12
43.668173,-79.320725,M4L,Toronto,"In-Store Pickup",15
43.668173,-79.320725,M4L,Toronto,"Home Delivery",10
43.668204,-79.739583,L6Y,Brampton,"In-Store Pickup",15
43.668204,-79.739583,L6Y,Brampton,"Home Delivery",10
43.668230,-79.317911,M4L,Toronto,"In-Store Pickup",12
43.668230,-79.317911,M4L,Toronto,"Home Delivery",10
43.668253,-79.742118,L6Y,Brampton,"In-Store Pickup",20
43.668253,-79.742118,L6Y,Brampton,"Home Delivery",13
43.668360,-79.321855,M4L,Toronto,"In-Store Pickup",12
43.668360,-79.321855,M4L,Toronto,"Home Delivery",14
43.668454,-79.320548,M4L,Toronto,"In-Store Pickup",12
43.668454,-79.320548,M4L,Toronto,"Home Delivery",6
43.668457,-79.321893,M4L,Toronto,"In-Store Pickup",13
43.668457,-79.321893,M4L,Toronto,"Home Delivery",14
43.668468,-79.741779,L6Y,Brampton,"In-Store Pickup",8
43.668468,-79.741779,L6Y,Brampton,"Home Delivery",9
43.668541,-79.744835,L6Y,Brampton,"In-Store Pickup",7
43.668541,-79.744835,L6Y,Brampton,"Home Delivery",9
43.668566,-79.737305,L6Y,Brampton,"In-Store Pickup",10
43.668566,-79.737305,L6Y,Brampton,"Home Delivery",13
43.668617,-79.740992,L6Y,Brampton,"In-Store Pickup",6
43.668617,-79.740992,L6Y,Brampton,"Home Delivery",12
43.668765,-79.744694,L6Y,Brampton,"In-Store Pickup",6
43.668765,-79.744694,L6Y,Brampton,"Home Delivery",6
43.668824,-79.741380,L6Y,Brampton,"In-Store Pickup",6
43.668824,-79.741380,L6Y,Brampton,"Home Delivery",8
43.668829,-79.744532,L6Y,Brampton,"In-Store Pickup",10
43.668829,-79.744532,L6Y,Brampton,"Home Delivery",9
43.668842,-79.324782,M4L,Toronto,"In-Store Pickup",14
43.668842,-79.324782,M4L,Toronto,"Home Delivery",11
43.668871,-79.316730,M4L,Toronto,"In-Store Pickup",15
43.668871,-79.316730,M4L,Toronto,"Home Delivery",12
43.668952,-79.317329,M4L,Toronto,"In-Store Pickup",13
43.668952,-79.317329,M4L,Toronto,"Home Delivery",11
43.668992,-79.317654,M4L,Toronto,"In-Store Pickup",11
43.668992,-79.317654,M4L,Toronto,"Home Delivery",6
43.668999,-79.321032,M4L,Toronto,"In-Store Pickup",10
43.668999,-79.321032,M4L,Toronto,"Home Delivery",15
43.669054,-79.745833,L6Y,Brampton,"In-Store Pickup",9
43.669054,-79.745833,L6Y,Brampton,"Home Delivery",10
43.669123,-79.323818,M4L,Toronto,"In-Store Pickup",14
43.669123,-79.323818,M4L,Toronto,"Home Delivery",8
43.669153,-79.740789,L6Y,Brampton,"In-Store Pickup",7
43.669153,-79.740789,L6Y,Brampton,"Home Delivery",12
43.669211,-79.743102,L6Y,Brampton,"In-Store Pickup",9
43.669211,-79.743102,L6Y,Brampton,"Home Delivery",10
43.669212,-79.322278,M4L,Toronto,"In-Store Pickup",14
43.669212,-79.322278,M4L,Toronto,"Home Delivery",9
43.669260,-79.320374,M4L,Toronto,"In-Store Pickup",13
43.669260,-79.320374,M4L,Toronto,"Home Delivery",13
43.669333,-79.743031,L6Y,Brampton,"In-Store Pickup",4
43.669333,-79.743031,L6Y,Brampton,"Home Delivery",10
43.669344,-79.321635,M4L,Toronto,"In-Store Pickup",12
43.669344,-79.321635,M4L,Toronto,"Home Delivery",13
43.669454,-79.742904,L6Y,Brampton,"In-Store Pickup",7
43.669454,-79.742904,L6Y,Brampton,"Home Delivery",4
43.669534,-79.738700,L6Y,Brampton,"In-Store Pickup",6
43.669534,-79.738700,L6Y,Brampton,"Home Delivery",5
43.669643,-79.316129,M4L,Toronto,"In-Store Pickup",8
43.669643,-79.316129,M4L,Toronto,"Home Delivery",9
43.669720,-79.745659,L6Y,Brampton,"In-Store Pickup",6
43.669720,-79.745659,L6Y,Brampton,"Home Delivery",14
43.669745,-79.741050,L6Y,Brampton,"In-Store Pickup",8
43.669745,-79.741050,L6Y,Brampton,"Home Delivery",18
43.669778,-79.319610,M4L,Toronto,"In-Store Pickup",15
43.669778,-79.319610,M4L,Toronto,"Home Delivery",10
43.669835,-79.741666,L6Y,Brampton,"In-Store Pickup",9
43.669835,-79.741666,L6Y,Brampton,"Home Delivery",12
43.669835,-79.317254,M4L,Toronto,"In-Store Pickup",14
43.669835,-79.317254,M4L,Toronto,"Home Delivery",11
43.669903,-79.744582,L6Y,Brampton,"In-Store Pickup",11
43.669903,-79.744582,L6Y,Brampton,"Home Delivery",10
43.670060,-79.745831,L6Y,Brampton,"In-Store Pickup",11
43.670060,-79.745831,L6Y,Brampton,"Home Delivery",9
43.670066,-79.742379,L6Y,Brampton,"In-Store Pickup",16
43.670066,-79.742379,L6Y,Brampton,"Home Delivery",10
